f,T,b,mu_real,mu_imag
50000,25.0,0.0274583317103723,1670.9207923303509,134.33993906569233
50000,25.0,0.0303474295020376,1675.3638778978118,145.59961474161076
56000,25.0,0.026021224375415,1642.2960230303568,128.6810054669153
56000,25.0,0.0269075725188202,1645.587014574702,132.76274036410936
56000,25.0,0.0305106660852351,1661.822863501498,144.54166329006966
63000,25.0,0.0229869894034192,1618.5800353292232,118.530076092882
63000,25.0,0.024088537537441,1633.5150879326768,123.07824658381247
63000,25.0,0.0273687291649197,1632.791731963851,133.07363641038745
63000,25.0,0.0308360580085174,1662.0292488537302,145.9899245436561
70000,25.0,0.0232959149557266,1618.9315123507065,121.99804774176367
70000,25.0,0.0243779776154663,1634.3823141910884,128.03176758459298
70000,25.0,0.0274634445845025,1636.2656429474146,134.6243534705805
70000,25.0,0.0306921590375957,1650.808688037574,148.13058146040973
79000,25.0,0.0204131454407017,1603.057594928811,107.76509889201327
79000,25.0,0.0217710254442909,1606.0807637565194,114.82995550027566
79000,25.0,0.0246511044607194,1631.8234568743208,129.13455637017626
79000,25.0,0.0274568716423646,1623.0770871420666,132.42056918733874
79000,25.0,0.0305535437560462,1633.7114852904588,150.3341674236737
89000,25.0,0.0179795498376706,1571.194199114791,94.91075787119948
89000,25.0,0.0193942585760093,1586.398355004563,104.73087227981073
89000,25.0,0.0219991957075862,1614.0445249985112,119.74912253490095
89000,25.0,0.0246218044042819,1634.9655089269916,132.658107994917
89000,25.0,0.0273259330513242,1618.2786771225535,143.12491055283874
89000,25.0,0.0303010770465555,1646.5695114839286,156.92093132933292
99000,25.0,0.0179477852938562,1577.6487834995587,100.61966022225944
99000,25.0,0.019519398456211,1591.914198133001,109.30734857161845
99000,25.0,0.0218173005628139,1606.5192085759488,122.7915297080102
99000,25.0,0.0243043362866851,1614.0673073647213,140.36487746245973
99000,25.0,0.0271600090371244,1620.3195535082414,150.759696253478
99000,25.0,0.0303942107066124,1651.0711580664208,166.3919681331223
112000,25.0,0.0158273123801282,1552.8341794844748,123.16689066778476
112000,25.0,0.01743782508239,1559.1980705534543,133.99316855920932
112000,25.0,0.0194762040034865,1585.1792752922474,149.77067371127717
112000,25.0,0.0216763290720414,1582.95631405852,167.9753905153635
112000,25.0,0.0243295011521992,1610.850674530839,190.89117352932692
112000,25.0,0.027177281585222,1616.225007988994,203.45866832887148
112000,25.0,0.0303052321963153,1639.4689764158747,221.30247261166983
125000,25.0,0.0158388376374915,1517.2062766017973,76.75869143650084
125000,25.0,0.0174166091858567,1535.4456463440508,88.09661460160704
125000,25.0,0.0193520378105056,1536.6917082351474,101.22407903658072
125000,25.0,0.0217600895845663,1548.213114871284,112.91809596597732
125000,25.0,0.0243543682874258,1575.3352099451279,128.1357165287189
125000,25.0,0.0272291070457486,1581.0783632520909,138.25781300503854
125000,25.0,0.0307550070450502,1604.5413085223531,155.19700916067077
141000,25.0,0.0139920695655241,1502.1389879989913,66.10627143602257
141000,25.0,0.0156360083724446,1525.8863189421722,76.72737331360028
141000,25.0,0.0173732728284083,1520.12437468279,90.0594560073876
141000,25.0,0.0194131829718215,1550.9944396741146,104.02252674280001
141000,25.0,0.0216739492282614,1564.2306286381797,116.80023900949654
141000,25.0,0.0244526751189751,1587.789406873039,132.79987468978956
141000,25.0,0.0274924800927447,1598.7580573946898,143.92883285769332
141000,25.0,0.0307573849396604,1618.5524257427048,158.9699821722502
158000,25.0,0.0124777122062377,1490.476424632555,55.71393841432295
158000,25.0,0.0138513453402681,1511.233248418131,67.68912661853365
158000,25.0,0.0154788913889438,1514.6410219292168,82.61470975319571
