f,T,b,mu_real,mu_imag
125000,50.0,0.0306403780692026,612.3542139494458,14.308076820732355
125000,50.0,0.0382045457968648,622.3830510724167,23.0165176249491
125000,50.0,0.0472698584330125,640.3326768527568,31.165828919313277
125000,50.0,0.0587556206082236,659.2582348878519,39.5395950322337
125000,50.0,0.0716575497201361,674.0394297757033,49.293812978520826
158000,50.0,0.01967193129285,594.0306211038427,2.549535405134996
158000,50.0,0.024553921100434,599.9542534102987,7.335773120073965
158000,50.0,0.0309133899933288,615.6617081563684,16.773325759215712
158000,50.0,0.038392591193561,628.3878932181398,23.98087464700689
158000,50.0,0.0477160796998874,642.051219662219,31.956210649917494
158000,50.0,0.0587474831772558,657.0784624467528,42.51443795786376
199000,50.0,0.0160555786326324,593.117962263669,1.8173356167911034
199000,50.0,0.01956233081532,596.3194991439375,2.534717969176495
