f,T,b,mu_real,mu_imag
50000,25.0,0.0310248088760675,582.3614895049066,22.169705280242347
50000,25.0,0.0387180399629948,587.3964392399275,28.011433757514382
50000,25.0,0.0482391895098093,609.9508169835741,36.52223012357866
50000,25.0,0.0595007259609104,630.4665908186287,45.81285666269317
50000,25.0,0.0727084410081291,654.922898499158,54.34357139669858
63000,25.0,0.0244990255566588,566.9635048950468,16.795997864870404
63000,25.0,0.0310636913483156,575.332112914011,22.73992122789844
63000,25.0,0.0388706631494172,589.1625582834082,29.829839596945884
63000,25.0,0.0483856875986246,612.077672378246,38.304204233272785
63000,25.0,0.0597235727867364,631.8319192108645,46.604947580998754
63000,25.0,0.0719985484093813,657.2322522736877,54.714324206346205
79000,25.0,0.0247895446222749,564.3147425501235,14.609890330489744
79000,25.0,0.0308822244016388,580.7075320373411,20.893078354622915
79000,25.0,0.0382683895643562,591.8277597954766,27.79212579656309
79000,25.0,0.0465678298690041,608.1118627703413,35.09253205296772
79000,25.0,0.0572042556755873,628.9202706070988,44.463956226711225
79000,25.0,0.0687277717825858,653.9486483230503,53.08727289801705
99000,25.0,0.0194584702994743,553.6219900981363,7.001239244802674
99000,25.0,0.0240761637382849,565.6725592720651,11.997457248242762
99000,25.0,0.0302876769111049,579.8348902683632,18.36450916803683
99000,25.0,0.0383634192948346,590.6394275162937,25.74596413524471
99000,25.0,0.0480451715335526,613.3768312089152,36.501070743442824
99000,25.0,0.0580124985289226,632.4292751744711,44.312975079761
99000,25.0,0.0712749261030713,655.5707182847719,53.37030362022526
125000,25.0,0.0199032357408921,556.2266297538183,6.626702624193301
125000,25.0,0.0243718711619559,570.4216497677288,11.883710754704992
125000,25.0,0.03077093923819,582.1635106593807,17.87815658955954
125000,25.0,0.038623585022537,595.448100254371,28.243931493180884
125000,25.0,0.0475463913769774,614.3498200520115,36.82364201425233
125000,25.0,0.0590983301145841,634.6976172135057,46.1308753773698
125000,25.0,0.0720220298451923,653.908051971592,57.19336948338002
158000,25.0,0.0199160089287313,555.2021680486764,5.65108783605525
158000,25.0,0.0245942233716086,570.6652648002796,11.103999874636328
158000,25.0,0.0309806958716415,582.8517129314807,20.49487631767058
158000,25.0,0.0382989794401285,596.7102869356391,28.31937485189307
158000,25.0,0.0480329498297067,615.7275535255752,37.788397958270664
158000,25.0,0.0590779675554397,632.4073164891157,48.885851057429754
199000,25.0,0.0156151240365585,557.8332916815767,1.1486683984222077
199000,25.0,0.0196244716576361,559.9545062741977,6.596439656208075
199000,25.0,0.0246414383669569,566.1523967205171,14.270495434593899
199000,25.0,0.0306476378390448,587.6845591839792,21.505203556003213
199000,25.0,0.0388698673630579,600.9064407184912,30.682846503176325
199000,25.0,0.047592451232786,613.2081382000766,40.98843553042246
251000,25.0,0.0156393958630455,560.6615454828492,1.514154309764529
251000,25.0,0.0195725497150997,564.5267908787177,9.404881952212973
251000,25.0,0.0244681489179092,577.173238599385,15.202335367503766
251000,25.0,0.0310228847396234,589.3121396928021,22.94364701435051
251000,25.0,0.0382533696557491,598.0203749372358,32.67445078155883
316000,25.0,0.0128254343783008,561.9132523487725,0.4731480514800846
316000,25.0,0.0155624378918113,565.4055289236497,5.206676538426878
316000,25.0,0.019313548821159,568.4573724194375,9.783526446723641
316000,25.0,0.0245677197346279,579.4554289928767,16.694914370418246
316000,25.0,0.030566436140245,588.5108242627482,25.680790662077225
398000,25.0,0.0135719704814909,566.6675954414486,4.238808438883753
398000,25.0,0.0153939942093155,570.3571450133203,6.3982256388667915
398000,25.0,0.0194656119244614,573.5153823845585,12.0845224565254
398000,25.0,0.0244150062287175,580.2269738028767,19.95130284037379
501000,25.0,0.0112227137089834,566.4262992940808,2.4439912952384235
501000,25.0,0.012281581086364,570.9977112329543,4.397717466442507
501000,25.0,0.0154223574306587,575.6616796806994,8.889056078580202
501000,25.0,0.0195022189155437,573.0237920781767,16.1459172060103
50000,50.0,0.0374882569491144,621.1851186756268,24.058062752769466
50000,50.0,0.0379463346859094,614.7551918193315,23.96468843303455
50000,50.0,0.0478750734583742,633.1112530929338,31.91547760108521
50000,50.0,0.0589687332463113,652.4536570001363,39.133929974643834
50000,50.0,0.072253809093071,676.763941999098,47.500628183343494
63000,50.0,0.0255058289292792,604.4385617628164,14.69720782187551
63000,50.0,0.0306453089955207,607.7293402760434,18.217278155922376
63000,50.0,0.0384811300487665,618.7577403266039,25.16276015104735
63000,50.0,0.0481483050469505,637.5180214160682,32.53266447848914
63000,50.0,0.0594554026147729,655.0942005453758,40.03436909174412
63000,50.0,0.0719581873418511,679.9212596746746,47.16876616448677
79000,50.0,0.0245938186384989,594.8948800271896,11.27173029657252
79000,50.0,0.0305975054007651,607.4597165460663,17.070970467495542
79000,50.0,0.0384275796135738,624.9463628568773,23.786925082618772
79000,50.0,0.0463523001109436,637.8280084820527,29.98334649549608
79000,50.0,0.056807882700198,655.2552702253438,38.180872004408556
79000,50.0,0.0685026262123902,676.8036351959064,45.64800583409557
99000,50.0,0.0192161568719633,582.7522829857081,4.160128258017988
99000,50.0,0.0238657283156852,598.1404092678195,8.88149273539373
99000,50.0,0.0302124270919249,609.4657253522837,15.064459986714873
99000,50.0,0.0381567695478165,623.8079045243965,21.836077110701797
99000,50.0,0.0478555585325028,637.2342714580336,30.77907918294883
99000,50.0,0.0576977084554067,655.8352319442105,38.29984515984953
99000,50.0,0.0711887403052406,676.4746196980473,46.329211022219155
125000,50.0,0.0196070801733711,590.1514333284525,3.246567952213205
125000,50.0,0.0242341577323052,601.7391987727253,8.351136833434433
