probe,f,T,b,mu_real,mu_imag
YB3,112720.0,25.223,0.0245152386639447,750.2880061448595,7.726960744588255
YB3,112520.0,25.223,0.0267068947945782,750.5181381002676,8.385474035297207
YB3,112320.0,25.223,0.0289697428662797,756.0099909641925,8.860491365639199
YB3,112020.0,25.223,0.0312430273041408,754.0715489951355,9.41329307136532
YB3,111820.0,25.223,0.033746691746264,767.3265421260419,10.24230127014409
YB3,111620.0,25.223,0.0356278797092764,758.1121855902227,10.877656998642744
YB3,111320.0,25.223,0.0382549844361119,768.1182626401181,11.576534365241589
YB3,111120.0,25.223,0.0412571784816504,788.0277569408639,12.337427228587538
YB3,110720.0,25.223,0.0438563936801812,791.5643653796154,12.879556166506728
YB3,110520.0,25.223,0.0455785893245244,784.7561533254425,13.758738118508932
YB3,110120.0,25.223,0.0483561454742662,792.76706353612,15.356163362448944
YB3,110120.0,25.223,0.0502138489824539,798.8625868142302,16.87597903838824
YB3,109520.0,25.223,0.0526953664244515,800.0901636449618,18.08812631133868
YB3,109320.0,25.223,0.0551988653039864,807.8281837114858,19.42972997251899
YB3,108820.0,25.223,0.0585712769675516,817.3791948806049,21.58861328158679
YB3,108420.0,25.223,0.061128654081354,821.5066355004126,23.337493554495577
YB3,108020.0,25.223,0.063490301778825,824.7768606965989,25.009147977212564
YB3,107720.0,25.223,0.0660063330706058,832.5101952319972,26.90080911453328
YB3,106920.0,25.223,0.0694048042161825,839.2745891135091,29.569998591761017
YB3,106920.0,25.223,0.0715034045050944,845.9076893369792,30.894372695220376
YB3,106520.0,25.223,0.0737028539810837,850.9089360313569,33.592211955310646
YB3,106020.0,25.223,0.0768437053091971,863.0977372814228,36.48120448334873
YB3,105620.0,25.223,0.0793592974178357,869.0097394451918,39.30682219178128
YB3,105120.0,25.223,0.0821395250574132,875.1759951076873,42.40761063377319
YB3,104620.0,25.223,0.0851599906332055,883.6879802697242,45.8224275220954
YB3,104020.0,25.223,0.0882432805135435,897.322311152096,50.04497976213443
YB3,103520.0,25.223,0.0909150768015659,905.8879770116756,53.98150108022045
YB3,103020.0,25.223,0.0938229821038363,913.9095213013364,57.38406450627996
YB3,102520.0,25.223,0.0968866894411973,923.4176854345596,60.97742640033211
YB3,102020.0,25.223,0.0996057378336087,933.2846116995172,65.09022738001968
YB3,101320.0,25.223,0.1030822673762659,948.8434010125084,70.47556401648616
YB3,243680.0,25.139,0.0246361901686684,766.3911339708443,6.600396082105515
YB3,243280.0,25.139,0.0265220041885764,759.4172499561129,7.561077476944382
YB3,242880.0,25.139,0.0286658318242151,760.2454629621066,7.935095448358504
YB3,242480.0,25.139,0.0309925555614226,767.3754918867661,8.331036102940061
YB3,242080.0,25.139,0.0329171188770901,767.1891919318424,9.14125512131262
YB3,241480.0,25.139,0.0352309536847849,771.5882152552933,9.99623236358786
YB3,241080.0,25.139,0.0375107584855928,776.6515634424641,10.818574409915188
YB3,240580.0,25.139,0.0396339530841209,777.1164197374984,11.621868780291573
YB3,239980.0,25.139,0.041917578641148,782.7066289974944,12.7415819019316
YB3,239480.0,25.139,0.0440742776278585,783.5408559399451,13.70079560602529
YB3,238880.0,25.139,0.0464364820055726,789.9424588352475,15.00413033122245
YB3,238280.0,25.139,0.0487752273247341,796.0261904579075,16.245103410075902
YB3,237680.0,25.139,0.0509179939685101,798.6322572590527,17.454730628543626
YB3,236980.0,25.139,0.0535095205288332,807.0019271453141,19.011853538575977
YB3,235780.0,25.139,0.0568880965435634,810.810019565521,21.172258323913308
YB3,235380.0,25.139,0.0582379177580032,803.9047556395258,22.62873845287129
YB3,234280.0,25.139,0.0611045269337669,812.6444859007145,24.527897636256515
YB3,233980.0,25.139,0.0630936260110415,814.520036280572,26.258947601759505
YB3,233180.0,25.139,0.0655499179736836,823.336000450954,28.31411662229916
YB3,232480.0,25.139,0.0680330694636554,831.7809459197599,30.67470068396233
YB3,231680.0,25.139,0.0704757217340562,833.7450883420546,32.759286593684976
YB3,230780.0,25.139,0.073014836293588,842.9548950831762,35.95800100329908
YB3,229880.0,25.139,0.0757493040742019,852.7910985088752,38.78715983843666
YB3,228880.0,25.139,0.0784020167699554,859.488285553193,42.1319927949496
YB3,228080.0,25.139,0.081051591280301,867.0963527008728,44.50352183421455
YB3,227180.0,25.139,0.0834717498257253,871.573741996864,47.610760501378735
YB3,226180.0,25.139,0.0859166976396355,879.6869230017845,51.40560172758675
YB3,225080.0,25.139,0.0890399121478993,892.967889036091,54.97349051689935
YB3,224280.0,25.139,0.0915221292896602,899.9611051839082,58.25658396243623
YB3,223280.0,25.139,0.0941192626653878,908.9561617309204,62.0460323846218
YB3,222280.0,25.139,0.0970386022092989,916.5641847110414,65.79296386979061
YB3,221380.0,25.139,0.0989953448853371,922.3976714911332,70.3559505353434
YB3,220180.0,25.139,0.1020437010871913,930.6374735449216,75.52427760331467
YB3,522580.0,25.096,0.019515655644026,754.9465778458951,8.419221303536581
YB3,522080.0,25.096,0.021538217110241,756.9629196522677,8.836357238120003
YB3,521080.0,25.096,0.0236282667080105,756.827679071915,9.445148355200644
YB3,520380.0,25.096,0.0256639796264178,763.3673620091436,10.065588994040878
YB3,519580.0,25.096,0.0273399584777795,756.7740735852873,10.836214709206187
YB3,518680.0,25.096,0.0294250191802567,760.0478531839981,11.584170591455049
YB3,517780.0,25.096,0.0314148263106115,758.791384525985,12.262322347878069
YB3,516780.0,25.096,0.033614616359471,765.8906742618791,13.229131421734944
YB3,515980.0,25.096,0.0356849377203624,768.1435169795861,14.11665565566279
YB3,514980.0,25.096,0.0378327107084597,770.8855273526697,15.071961651156602
YB3,513880.0,25.096,0.0398455154749818,771.5184354839546,16.162773823852124
YB3,512880.0,25.096,0.0418752015180422,775.9031157338065,17.263013797551864
YB3,511880.0,25.096,0.0437604371918326,774.7611301611538,18.44757201505431
YB3,510880.0,25.096,0.0459089493413635,781.6110956552345,19.667313234533864
YB3,509480.0,25.096,0.0481715003825495,789.155327963283,21.00561375602265
YB3,508380.0,25.096,0.0502493545449077,790.4308938546462,22.35541488164429
YB3,506880.0,25.096,0.0534825773734661,800.5939568416843,24.380460485456567
YB3,505580.0,25.096,0.0557418963070926,806.0976329822222,26.09695844707344
YB3,504380.0,25.096,0.0579662546038758,808.829755421461,27.45189755349513
YB3,503080.0,25.096,0.0603306308550674,817.111692184496,29.368232107582145
YB3,501780.0,25.096,0.0623961578892484,819.9295094948978,31.378572305967943
YB3,500580.0,25.096,0.0645501903395063,822.9491251331406,33.329532230569
YB3,499080.0,25.096,0.06650907266005,822.2843381365111,35.42808468099797
YB3,497780.0,25.096,0.0687731681359085,831.2853943699748,37.9802374891187
YB3,496280.0,25.096,0.0711108010558318,835.1392735094942,40.247910439011626
YB3,494880.0,25.096,0.0733840672737354,840.4063348170913,42.51829205702743
YB3,493580.0,25.096,0.0756750941966608,850.0526198650232,45.39337858324995
YB3,491880.0,25.096,0.0780278733837866,853.3345478755226,48.09324544119495
YB3,490480.0,25.096,0.0804200559678361,860.2610202221758,50.57785066673357
YB3,488880.0,25.096,0.0827567733100796,866.9009713539851,53.66040234250343
YB3,487480.0,25.096,0.0849020605233015,871.5833249554628,56.20979929499535
YB3,486180.0,25.096,0.0868579683590884,881.5281672399785,59.135992346353525
YB3,484780.0,25.096,0.088995140103804,886.9724174557244,61.83679079831389
YB3,483280.0,25.096,0.0909953264230756,891.1367629118508,65.30998583502479
YB3,481580.0,25.096,0.0940668091223059,907.8902306374108,69.72602418288274
YB3,479880.0,25.096,0.0962655766682672,908.5579143642432,74.29088033817315
YB3,478380.0,25.096,0.0985464869190143,917.5245953845838,78.56944199961984
YB3,476580.0,25.096,0.101128148151026,925.9192776559224,83.10487602675165
YB3,777680.0,25.175,0.009503822224838,744.4962472574987,7.556153535357793
YB3,776880.0,25.175,0.0114452473234068,746.8784219497976,7.939829686294266
YB3,776280.0,25.175,0.0132896515517658,747.7904708524952,8.314995519391495
YB3,775080.0,25.175,0.0154868667514124,750.0103335212567,8.841539864513416
YB3,774180.0,25.175,0.0170306221163592,744.471250316564,9.45852084669533
YB3,773080.0,25.175,0.0189444773064835,742.8240929718803,10.02699781717003
YB3,772080.0,25.175,0.0209183238937686,749.2398108353985,10.674678219357068
YB3,771080.0,25.175,0.0228748851557454,751.7150019282325,11.217023611229305
YB3,769980.0,25.175,0.0248692032242082,762.3848781691706,12.107001033003796
YB3,768680.0,25.175,0.0266231801608987,758.8023342660691,12.787024817160985
YB3,767580.0,25.175,0.0285475245919087,758.1271272170188,13.518772531316152
YB3,766480.0,25.175,0.0303717881945032,760.0351165664682,14.315529894374611
YB3,765180.0,25.175,0.0323651968054122,763.5046479960912,15.273789744156955
YB3,763780.0,25.175,0.0343675584343337,766.6367203753468,16.337867315165497
YB3,762580.0,25.175,0.0363154421364507,768.9395612083939,17.320872382184874
YB3,761180.0,25.175,0.0382460427242474,771.0746013696628,18.341950602243248
YB3,759980.0,25.175,0.0402960796562195,775.9815417884107,19.52460661442448
YB3,758580.0,25.175,0.0422430284774088,775.9769720152509,20.685116026913885
YB3,757080.0,25.175,0.0439660746741664,775.0044688918392,21.977245876395152
YB3,755680.0,25.175,0.0459335477916349,781.9610385676245,23.1467192993786
