probe,f,T,b,mu_real,mu_imag
R29.5x19x14.9,171611.5,30.236,0.2039533687996451,4582.169671465343,1509.8686498256432
R29.5x19x14.9,171611.5,30.246,0.2053050846139272,4587.477620160578,1518.0248500367136
R29.5x19x14.9,171461.5,30.244,0.2064485115773459,4577.874613268762,1521.2426784743748
R29.5x19x14.9,171461.5,30.238,0.2075959997246262,4587.731488690657,1529.522831508957
R29.5x19x14.9,171461.5,30.242,0.2085573506978287,4582.625361251248,1526.389647777466
R29.5x19x14.9,171461.5,30.25,0.2093978505008434,4570.0572921648,1530.2713666963157
R29.5x19x14.9,171461.5,30.242,0.2107112675194474,4570.501259952744,1528.4743376374688
R29.5x19x14.9,171461.5,30.263,0.2118133866471152,4577.590411117666,1535.7691277572965
R29.5x19x14.9,171461.5,30.244,0.212618836237614,4569.520977851708,1538.003415094269
R29.5x19x14.9,171461.5,30.262,0.2137309675213504,4576.779378837723,1542.7861918524095
R29.5x19x14.9,171461.5,30.275,0.2147668653594925,4577.884976134425,1547.8585208752468
R29.5x19x14.9,171461.5,30.271,0.2157480106565612,4588.12150754653,1551.4024403356982
R29.5x19x14.9,171461.5,30.268,0.216895253483019,4596.912143604773,1552.7489288931554
R29.5x19x14.9,171461.5,30.258,0.2176528961782316,4600.30575221391,1560.6638993303195
