probe,f,T,b,mu_real,mu_imag,h_offset
AT2,879710.0,88.506,0.0335875438194221,1470.5278688183903,163.50809361936828,0
AT2,871910.0,88.518,0.0432287155009147,1501.019615809528,201.60965873719363,0
AT2,868610.0,88.545,0.0513732609997266,1528.6664824078046,238.94366698091056,0
AT2,865910.0,88.555,0.0581211131635981,1532.8741617412431,268.39584644188136,0
AT2,863810.0,88.546,0.0647040320910779,1548.1527813728137,298.34415684237854,0
AT2,862010.0,88.535,0.0706531098347665,1561.7011092536834,326.9556801565332,0
AT2,861110.0,88.535,0.0761727419639094,1575.412857561138,353.7617812712465,0
AT2,861110.0,88.536,0.0814386149898235,1485.107994804487,431.83728363957545,0
AT2,998600.0,88.561,0.0103062613187022,1389.663392737914,89.35588792321148,0
AT2,986900.0,88.562,0.0220480322288211,1442.176830635388,139.15681687533478,0
AT2,979400.0,88.56,0.0312627612320711,1472.9638607806926,179.58470294581136,0
AT2,973700.0,88.518,0.0396698935775089,1502.9453310918132,215.99192029572657,0
AT2,968000.0,88.556,0.047304424362251,1525.124228465441,255.5034834772707,0
AT2,965600.0,88.561,0.0534982067282728,1527.3589341701202,283.56582147494714,0
AT2,964400.0,88.57,0.0593684174279833,1536.1887518053318,310.86859730445195,0
AT2,963200.0,88.582,0.0648844661502756,1550.6420079581596,337.71457503802964,0
AT2,962300.0,88.567,0.0698084779420216,1558.280466591708,365.26695513957446,0
AT2,962300.0,88.569,0.0746719850329665,1570.381157425118,390.1253522737614,0
AT2,962300.0,88.577,0.0793847300307162,1438.1322341444757,452.4071061637344,0
AT2,1087520.0,88.558,0.0104551283473451,1405.6592238715775,109.63238618571452,0
AT2,1075820.0,88.571,0.0210533610092201,1442.0025636256944,156.9911170453171,0
AT2,1070120.0,88.56,0.0292899014103218,1471.2936224168895,198.2039363071821,0
AT2,1065020.0,88.547,0.0368650667365168,1496.3058008748628,235.11862527855672,0
AT2,1061420.0,88.558,0.0435643175437953,1512.4969731759031,269.91538442546886,0
AT2,1058720.0,88.577,0.0494532779554525,1522.1685204417763,300.1434718616292,0
AT2,1057220.0,88.578,0.0549614227907696,1535.67359517841,328.93565092716693,0
AT2,1056320.0,88.594,0.0599342155728022,1538.4794019943815,353.87273642412674,0
AT2,1056320.0,88.598,0.0647552938097118,1544.0647730144738,376.639152932072,0
AT2,1056320.0,88.614,0.0690999770471571,1555.2899689064984,397.47789619553566,0
AT2,1056320.0,88.598,0.0738412249169663,1558.1158748838743,422.0883973956209,0
AT1,158630.0,30.807,0.0096638570239502,1219.8239843781384,10.740360533334186,0
AT1,153530.0,30.795,0.0340911953427488,1317.507064484534,39.11716856077904,0
AT1,148730.0,30.789,0.0593452636802473,1421.4435864075149,70.38866522063368,0
AT1,144830.0,30.762,0.0821618518623903,1510.543380900663,104.81283081235956,0
AT1,141230.0,30.782,0.1041844813424931,1583.7205905470482,141.11836432745935,0
AT1,139430.0,30.766,0.1201395489941373,1638.5496543890144,168.35100451435437,0
AT1,136730.0,30.761,0.138407022013012,1684.8858289435382,201.7511572232364,0
AT1,136130.0,30.755,0.1485032997582137,1689.829782650051,221.4826911113205,0
AT1,134630.0,30.753,0.1635049741050475,1726.0730491185402,244.4448399305484,0
AT1,133730.0,30.739,0.1762386212003459,1758.9936482648295,267.11355976057183,0
AT1,132830.0,30.73,0.1894488079311883,1774.646035686589,289.7151182765597,0
AT1,132230.0,30.756,0.20069686941961,1783.8659904739184,306.694781694652,0
AT1,131030.0,30.752,0.2142849934763951,1802.9564573978707,329.35798550828383,0
AT1,131030.0,30.724,0.2221421085728876,1806.444447845196,344.0304626264398,0
AT1,130730.0,30.732,0.2314316641608547,1810.5964067357984,357.8680153296635,0
AT1,130130.0,30.731,0.2424820790683853,1818.1554576632848,375.3454078651388,0
AT1,290930.0,30.725,0.0095479872180987,1291.7100675254387,17.998303367005267,0
AT1,282530.0,30.727,0.0346515455523094,1433.3678985139636,60.51314377926361,0
AT1,277730.0,30.72,0.0542261480355011,1491.112249315942,95.74629068298778,0
AT1,271730.0,30.7,0.0741562003336007,1528.519198114545,132.89126626891323,0
AT1,269330.0,30.705,0.0894310427797891,1570.2173328577446,156.66695856024023,0
AT1,266030.0,30.696,0.1055829056930163,1626.3852658553944,184.84550132475096,0
AT1,263330.0,30.696,0.1200367796302695,1653.70879708065,213.03638003828047,0
AT1,261530.0,30.682,0.132330976417544,1677.3009335304532,236.68535045824976,0
AT1,259730.0,30.686,0.1445603224459788,1699.307257210471,258.5806482843649,0
AT1,257930.0,30.663,0.157019288694451,1729.7342761283703,285.1425984238577,0
AT1,255830.0,30.695,0.1698161650705979,1749.046428861588,313.20480654266913,0
AT1,255830.0,30.676,0.1778589995311063,1667.4284782195757,268.3222239089853,0
AT1,254930.0,30.694,0.1870768392246707,1777.1986182922328,355.2501530546548,0
AT1,490720.0,30.654,0.0104115962361326,1294.2274144708515,24.85224403378901,0
AT1,480220.0,30.661,0.0318651521601901,1424.6722336098962,66.9078369939434,0
AT1,472120.0,30.646,0.0488508924329198,1464.916804300385,103.84272218309492,0
AT1,465520.0,30.652,0.064741949947698,1506.5927868669037,136.15944405385756,0
AT1,460420.0,30.653,0.0786979939844975,1535.677600398305,163.01337985230143,0
AT1,455920.0,30.632,0.0920816748564151,1592.0079696954217,189.93426077108165,0
AT1,452320.0,30.596,0.1046389825559972,1620.0734693527422,217.7876608484765,0
AT1,449920.0,30.598,0.1148466068470694,1636.9581210376848,243.2171463417665,0
AT1,446320.0,30.602,0.1263493377027761,1654.4792193466506,266.7773051088423,0
AT1,443920.0,30.608,0.1366082977171849,1675.942506364851,290.03569431478,0
AT1,671070.0,30.601,0.0102783094652133,1343.5881491872992,30.963109704481013,0
AT1,659070.0,30.586,0.028672039991013,1403.107820131465,73.33921628273326,0
AT1,649470.0,30.573,0.0437055164471962,1450.331298596781,109.2023214707584,0
AT1,641970.0,30.565,0.0572116167466263,1482.5233676513865,141.4524557748997,0
AT1,635970.0,30.563,0.0694956822038574,1522.6770328236414,168.08413725517806,0
AT1,629370.0,30.546,0.0810101467139069,1544.1470438005208,199.13287493449536,0
AT1,626670.0,30.539,0.0909689984147553,1594.5541412273988,225.4692168607485,0
AT1,623070.0,30.539,0.1008942558483921,1616.6214581890822,248.22556083795453,0
AT1,620070.0,30.543,0.1100173063270517,1624.9303264465952,267.68753257881593,0
AT1,617970.0,30.518,0.1186399733921163,1649.7760596701564,290.4066697909865,0
AT1,906330.0,30.509,0.0103688003111634,1371.1659185492526,47.59417580435348,0
AT1,892830.0,30.512,0.0256002914318509,1414.5730275483293,91.507297258124,0
AT1,883230.0,30.504,0.0373597009766608,1446.698170099217,126.9356570832837,0
AT1,875430.0,30.475,0.0484675097404687,1487.9733647999724,158.53972741788493,0
AT1,868830.0,30.485,0.0579223129962166,1504.6898779203566,190.77375716537549,0
AT1,863430.0,30.469,0.0669287468299589,1531.4971469624868,215.3811950054057,0
AT1,858930.0,30.486,0.0753061421060444,1554.8918400790174,239.169171862674,0
AT1,855630.0,30.474,0.0833394773286157,1575.0189277414763,259.8022878252649,0
AT1,852630.0,30.473,0.0907631633192002,1593.6939619794089,281.0737403767131,0
AT1,849930.0,30.482,0.0979920457021018,1624.353289278395,305.1320742173193,0
AT1,1004780.0,30.454,0.010333060641306,1351.7831008069293,55.065290794996656,0
AT1,989780.0,30.43,0.0246254245247934,1424.800950061944,101.67272565256717,0
AT1,982580.0,30.434,0.034988322774561,1452.2750928199755,135.61840850508247,0
AT1,974480.0,30.41,0.0451660330684558,1489.7456893363542,167.05464878383697,0
AT1,966980.0,30.414,0.0539035405787714,1507.3490612686337,200.1909839434532,0
AT1,962780.0,30.416,0.0618681343687522,1526.6988840576844,224.02042067554515,0
AT1,958280.0,30.401,0.0697536384590979,1553.856744932663,247.17270338035425,0
AT1,954680.0,30.422,0.0768250074602648,1571.1763292449,269.96798598687747,0
AT1,950780.0,30.432,0.0837008835288596,1581.3708698959422,290.3363309032587,0
AT1,948680.0,30.393,0.0900336167610971,1593.9294676371603,310.80584918099845,0
AT1,1094820.0,30.385,0.0104635213753095,1387.8326657830169,67.73921876263408,0
AT1,1081620.0,30.354,0.023242904614133,1423.6221030021754,108.54264860770294,0
AT1,1072320.0,30.365,0.0330486909473686,1454.4559282314128,146.55251225654604,0
AT1,1064520.0,30.348,0.0422493375708825,1484.5718098077143,179.80110885571813,0
AT1,1057920.0,30.346,0.0501729773754779,1497.780805316277,209.9554697650156,0
AT1,1053120.0,30.329,0.0575235868603784,1521.8563892220552,234.59124041835324,0
AT1,1048920.0,30.347,0.0648439553108584,1544.7322841261828,257.1832799333308,0
AT1,1045620.0,30.332,0.0713434250343997,1561.9696191166852,278.09446763692387,0
AT1,1043520.0,30.308,0.0773298786118756,1576.891279067419,299.14408192732094,0
AT1,1040520.0,30.333,0.0830689994743727,1583.2904794764406,318.1809886353436,0
AT1,151730.0,57.307,0.010019991393346,1337.926849930372,12.833072371302608,0
AT1,147530.0,57.334,0.0357806834018966,1417.1081674861182,45.6254500124406,0
AT1,144230.0,57.372,0.0602900583003996,1515.696133868812,78.41809577449693,0
AT1,141230.0,57.427,0.0836284387152275,1583.577216232554,112.53714351374236,0
AT1,139130.0,57.436,0.1033207722957429,1641.7608239932442,142.43256032786556,0
AT1,137330.0,57.466,0.1216187192192691,1688.5685280197397,171.95671096283206,0
AT1,136130.0,57.481,0.1366319414609809,1717.2730528572372,196.77675301064127,0
AT1,134630.0,57.513,0.150296264018367,1725.8462357256578,222.52527234279407,0
AT1,133730.0,57.508,0.1628443597366085,1757.649541155603,246.96855251437296,0
AT1,132830.0,57.529,0.1745212471820844,1786.2006973177115,273.8757370686548,0
AT1,131030.0,57.529,0.1898142298926203,1806.8124661495308,307.47261216520127,0
AT1,131030.0,57.544,0.1978775443781823,1819.858402950469,324.996489221238,0
AT1,130430.0,57.548,0.2082671392554891,1832.816252750326,344.86284512947515,0
AT1,129530.0,57.571,0.2192750671572882,1833.7355616678776,362.1395442616631,0
AT1,129530.0,57.578,0.2263978737295507,1838.6572143975884,378.1576358812896,0
AT1,129530.0,57.599,0.2346800632892313,1839.8031871394849,395.7047193259909,0
AT1,129530.0,57.626,0.2428713003512514,1838.359022804456,405.8322229033453,0
AT1,285530.0,57.656,0.0102268864732397,1360.9928382861265,17.624774642984324,0
AT1,278930.0,57.681,0.0351809583609684,1479.8734105785563,55.092538822408464,0
AT1,273230.0,57.679,0.0570187312189944,1536.24894902215,92.08471563344182,0
AT1,269030.0,57.696,0.0756998381103227,1574.2560485481652,125.9491211337792,0
