b,mu,T
0.0621069182389937,2665.86826347305,25
0.0683962264150944,2730.53892215569,25
0.0754716981132076,2809.58083832335,25
0.0825471698113208,2881.4371257485,25
0.0911949685534591,2960.47904191617,25
0.0990566037735849,3032.33532934132,25
0.108490566037736,3111.37724550898,25
0.118710691823899,3190.41916167665,25
0.12814465408805,3262.2754491018,25
0.139150943396226,3341.31736526946,25
0.153301886792453,3427.54491017964,25
0.167452830188679,3513.77245508982,25
0.181603773584906,3585.62874251497,25
0.19811320754717,3657.48502994012,25
0.209905660377359,3707.78443113772,25
0.224056603773585,3758.08383233533,25
0.237421383647799,3794.0119760479,25
0.252358490566038,3815.56886227545,25
0.27122641509434,3815.56886227545,25
0.286163522012579,3801.19760479042,25
0.29874213836478,3772.45508982036,25
0.312893081761006,3729.34131736527,25
0.324685534591195,3686.22754491018,25
0.335691823899371,3635.92814371257,25
0.348270440251572,3571.25748502994,25
0.359276729559748,3499.40119760479,25
0.370283018867925,3427.54491017964,25
0.380503144654088,3355.68862275449,25
0.389937106918239,3276.64670658683,25
0.39937106918239,3183.23353293413,25
0.0621069182389937,4124.55089820359,100
0.0723270440251572,4146.10778443114,100
0.0825471698113208,4167.66467065868,100
0.0919811320754717,4196.40718562874,100
0.102987421383648,4232.33532934132,100
0.113207547169811,4261.07784431138,100
125,4304.19161676647,100
0.137578616352201,4340.11976047904,100
0.148584905660377,4368.8622754491,100
0.164308176100629,4397.60479041916,100
0.178459119496855,4411.97604790419,100
0.193396226415094,4426.34730538922,100
0.206761006289308,4426.34730538922,100
0.221698113207547,4419.16167664671,100
0.235849056603774,4404.79041916168,100
0.248427672955975,4376.04790419162,100
0.260220125786164,4347.30538922156,100
0.27122641509434,4304.19161676647,100
0.282232704402516,4246.70658682635,100
0.291666666666667,4182.03592814371,100
0.301100628930818,4110.17964071856,100
0.309748427672956,4016.76646706587,100
0.319182389937107,3908.98203592814,100
0.325471698113208,3829.94011976048,100
0.330974842767296,3750.89820359281,100
0.337264150943396,3657.48502994012,100
0.342767295597484,3578.44311377246,100
0.349842767295598,3449.10179640719,100
0.355345911949686,3341.31736526946,100
0.362421383647799,3211.97604790419,100
0.367924528301887,3089.82035928144,100
0.373427672955975,2953.29341317365,100
0.37814465408805,2838.32335329341,100
0.383647798742138,2687.4251497006,100
0.386792452830189,2579.64071856287,100
0.391509433962264,2428.74251497006,100
0.393867924528302,2328.14371257485,100
0.397012578616352,2170.05988023952,100
0.400157232704403,2055.08982035928,100
