T,mu
-58.9952904238619,1088.51674641148
-48.4458398744113,1154.30622009569
-39.9058084772371,1226.07655502392
-30.3610675039246,1327.75119617225
-21.8210361067504,1423.44497607656
-13.7833594976452,1513.15789473684
-5.74568288854004,1608.85167464115
3.29670329670329,1716.50717703349
12.3390894819466,1842.10526315789
20.8791208791209,1979.66507177034
27.4097331240188,2105.26315789474
33.9403453689168,2242.82296650718
40.4709576138148,2374.4019138756
45.9968602825746,2500
51.5227629513344,2625.5980861244
57.5510204081633,2757.17703349282
63.5792778649921,2900.71770334928
69.105180533752,3038.27751196172
75.1334379905808,3187.7990430622
82.668759811617,3337.32057416268
89.1993720565149,3438.99521531101
95.2276295133438,3516.74641148325
101.758241758242,3564.59330143541
109.293563579278,3582.53588516746
117.331240188383,3570.57416267943
124.866562009419,3528.70813397129
131.899529042386,3492.82296650718
138.430141287284,3468.8995215311
144.960753532182,3474.88038277512
154.505494505494,3498.8038277512
164.050235478807,3552.63157894737
172.087912087912,3618.42105263158
180.627943485086,3720.0956937799
186.656200941915,3821.77033492823
193.186813186813,3965.31100478469
198.712715855573,4114.83253588517
202.229199372056,4264.35406698565
204.238618524333,4377.99043062201
205.243328100471,4443.77990430622
207.755102040816,4497.60765550239
210.266875981162,4407.89473684211
210.769230769231,4276.31578947368
212.276295133438,4061.004784689
213.281004709576,3863.63636363636
214.285714285714,3642.34449760766
215.792778649922,3355.26315789474
217.299843014129,3044.25837320574
218.304552590267,2793.06220095694
219.309262166405,2541.86602870813
220.313971742543,2290.66985645933
221.318681318681,2069.37799043062
222.323390894819,1877.99043062201
223.328100470958,1674.64114832536
224.332810047096,1483.25358851675
224.835164835165,1315.78947368421
225.839874411303,1112.44019138756
226.844583987441,921.052631578947
227.34693877551,711.722488038278
227.849293563579,544.258373205742
229.356357927786,334.928229665072
229.858712715856,167.464114832536
230.863422291994,5.98086124401914
