T,p_v,f,b
25.3627760252366,4464.97976037728,100000,0.025
28.3596214511041,4271.35417100875,100000,0.025
31.6719242902208,4041.08694916757,100000,0.025
34.8264984227129,3823.23335338772,100000,0.025
37.5078864353312,3657.43734734254,100000,0.025
40.3470031545741,3498.8311497866,100000,0.025
43.5015772870662,3310.21037607012,100000,0.025
46.1829652996845,3166.66181159774,100000,0.025
49.179810725552,3029.33828663071,100000,0.025
52.3343848580442,2834.43764489809,100000,0.025
55.4889589905363,2681.63409458547,100000,0.025
58.9589905362776,2509.10393899558,100000,0.025
62.7444794952681,2347.67397587713,100000,0.025
66.8454258675079,2172.41824544715,100000,0.025
70.3154574132492,2032.64986367945,100000,0.025
73.9432176656151,1880.91093390133,100000,0.025
77.5709779179811,1779.51167784809,100000,0.025
80.8832807570978,1683.57882051839,100000,0.025
84.6687697160883,1592.81767025304,100000,0.025
88.9274447949527,1506.94942211803,100000,0.025
92.7129337539432,1457.66673532331,100000,0.025
97.1293375394322,1394.45444862169,100000,0.025
100.914826498423,1363.88381797775,100000,0.025
105.015772870662,1348.85075361225,100000,0.025
109.274447949527,1363.88381797775,100000,0.025
112.902208201893,1394.45444862169,100000,0.025
117.003154574132,1457.66673532331,100000,0.025
120.157728706625,1540.72678172552,100000,0.025
25.3627760252366,25441.0774097799,100000,0.05
28.5173501577287,24069.5577508486,100000,0.05
31.98738170347,22771.9762410191,100000,0.05
35.9305993690852,21306.8797866277,100000,0.05
39.4006309148265,20158.2332876154,100000,0.05
42.5552050473186,19071.5099229572,100000,0.05
46.4984227129338,17844.492940668,100000,0.05
49.9684542586751,16696.4194023384,100000,0.05
53.4384858044164,15796.3212235063,100000,0.05
56.9085173501577,14780.022331744,100000,0.05
59.9053627760252,13983.2364542859,100000,0.05
62.7444794952681,13229.4050271167,100000,0.05
66.2145110410095,12378.2556058371,100000,0.05
68.8958990536278,11710.9481395206,100000,0.05
71.8927444794953,11079.6149872578,100000,0.05
75.8359621451104,10252.5129120008,100000,0.05
79.4637223974764,9592.88986668441,100000,0.05
82.3028391167192,9075.74050126238,100000,0.05
85.4574132492114,8586.47047875716,100000,0.05
87.9810725552051,8305.66189350158,100000,0.05
91.2933753943218,7945.48362494676,100000,0.05
95.0788643533123,7517.14535861446,100000,0.05
98.2334384858044,7352.34694983018,100000,0.05
101.86119873817,7271.30756547986,100000,0.05
105.173501577287,7191.16141724321,100000,0.05
108.01261829653,7271.30756547986,100000,0.05
111.324921135647,7434.28952549194,100000,0.05
114.16403785489,7600.92462753524,100000,0.05
117.160883280757,7945.48362494676,100000,0.05
120,8214.11483634225,100000,0.05
25.205047318612,126908.225426891,100000,0.1
28.5173501577287,121404.800716648,100000,0.1
32.3028391167192,116140.034166185,100000,0.1
36.7192429022082,109878.965207421,100000,0.1
40.1892744479495,105114.021010744,100000,0.1
44.1324921135647,99447.3605968209,100000,0.1
47.4447949526814,95134.7870040848,100000,0.1
50.7570977917981,91009.2298477945,100000,0.1
54.384858044164,86102.9538332236,100000,0.1
57.6971608832808,82369.0656462544,100000,0.1
61.1671924290221,77928.5778869502,100000,0.1
64.794952681388,73727.4752825682,100000,0.1
68.1072555205047,70530.254551374,100000,0.1
71.1041009463722,67471.6825446179,100000,0.1
75.205047318612,63130.7100342971,100000,0.1
78.8328075709779,60393.0221625358,100000,0.1
82.3028391167192,57137.2552850548,100000,0.1
86.0883280757098,55268.6607488391,100000,0.1
89.5583596214511,54057.0056706772,100000,0.1
93.6593059936909,52289.1464177874,100000,0.1
97.7602523659306,51712.8025288474,100000,0.1
102.018927444795,51712.8025288474,100000,0.1
106.277602523659,52289.1464177874,100000,0.1
109.747634069401,53461.1760003329,100000,0.1
113.217665615142,55268.6607488391,100000,0.1
116.372239747634,57137.2552850548,100000,0.1
119.842271293375,59727.3553532157,100000,0.1
25.3627760252366,633058.789987071,100000,0.2
28.3596214511041,612355.481958507,100000,0.2
31.198738170347,592329.246849718,100000,0.2
34.0378548895899,572957.941931722,100000,0.2
37.0347003154574,560396.982601269,100000,0.2
40.5047318611987,542069.978012471,100000,0.2
43.5015772870662,524342.33264156,100000,0.2
46.6561514195584,512847.173514625,100000,0.2
49.8107255520505,496075.219356832,100000,0.2
52.9652996845426,479851.768653475,100000,0.2
55.8044164037855,469331.976344844,100000,0.2
59.1167192429022,453983.126241806,100000,0.2
62.2712933753943,439136.238952639,100000,0.2
64.9526813880126,429509.05337002,100000,0.2
68.5804416403786,415462.556624973,100000,0.2
71.7350157728707,406354.369277926,100000,0.2
74.1009463722398,401875.431036974,100000,0.2
77.8864353312303,393065.114300382,100000,0.2
80.7255520504732,384447.946174043,100000,0.2
84.1955835962145,380210.465940141,100000,0.2
87.8233438485804,376019.692260174,100000,0.2
92.2397476340694,376019.692260174,100000,0.2
96.6561514195584,380210.465940141,100000,0.2
100.441640378549,380210.465940141,100000,0.2
104.858044164038,388732.653510671,100000,0.2
108.643533123028,401875.431036974,100000,0.2
112.271293375394,415462.556624973,100000,0.2
115.583596214511,429509.05337002,100000,0.2
117.94952681388,439136.238952639,100000,0.2
120,453983.126241806,100000,0.2
