h,b,T,f,branch
26.2332780140072,0.000521301348062386,25,10000,r
28.1883865661175,0.0132107631599416,25,10000,r
51.4735645034734,0.200042537869038,25,10000,r
39.568090564193,0.0999138108707288,25,10000,r
31.2574163841276,0.0385399942544341,25,10000,r
30.5327973553938,0.0280601126598065,25,10000,r
25.9620172816581,0.022301706355747,25,10000,r
34.4371409299212,0.0692592604312264,25,10000,r
33.7087351060454,0.0580113694468631,25,10000,r
32.1560899291535,0.050199828641964,25,10000,r
29.6497048945458,0.00250007751082215,25,10000,r
36.8744218839104,0.0858836008156114,25,10000,r
35.7226097991294,0.0806189489049423,25,10000,r
40.7591165279158,0.123097699865551,25,10000,r
40.0318546317392,0.11208181171767,25,10000,r
43.6555640025962,0.145108376189497,25,10000,r
43.1758412983802,0.135552989278831,25,10000,r
46.7506350810972,0.16962615778578,25,10000,r
46.3205379891105,0.159168168600567,25,10000,r
44.7741055229984,0.152616643200703,25,10000,r
50.1604271546585,0.187295156550859,25,10000,r
46.4142611688748,0.178176400996528,25,10000,r
56.4029195004539,0.225013398898542,25,10000,r
54.1650616317746,0.214714074210953,25,10000,r
54.1251227767614,0.206613975178583,25,10000,r
59.5029635651348,0.239572467499643,25,10000,r
72.1850672856907,0.299541377219,25,10000,r
62.6035993165565,0.254251537567891,25,10000,r
65.7022627788418,0.268530602745652,25,10000,r
69.4192952365241,0.281489422858386,25,10000,r
70.178175745114,0.289169252609878,25,10000,r
78.0497789176218,0.316086746574046,25,10000,r
73.7499567762683,0.308848220235191,25,10000,r
80.4609812785041,0.327422022293961,25,10000,r
84.5395963211288,0.335724644603627,25,10000,r
89.638499074489,0.346231495491223,25,10000,r
97.4764042783226,0.356565911957175,25,10000,r
103.741384242218,0.365943034086558,25,10000,r
110.98326014707,0.376035522655216,25,10000,r
121.414359283074,0.385871839260728,25,10000,r
132.275921088945,0.395272992060316,25,10000,r
143.125120868263,0.402166971349884,25,10000,r
158.095725207411,0.411418759567441,25,10000,r
176.302517912773,0.418972195521817,25,10000,r
221.740626793939,0.433553573481214,25,10000,r
199.052281415047,0.426643968824381,25,10000,r
241.939766547796,0.438663017534195,25,10000,r
277.881434167758,0.445797436542114,25,10000,r
311.215486040113,0.450505030967398,25,10000,r
344.546598689372,0.454616514208481,25,10000,r
377.87609764752,0.458400720720984,25,10000,r
411.202853330777,0.4616285567949,25,10000,r
444.528802168479,0.464692754504526,25,10000,r
477.852975945958,0.467396947812713,25,10000,r
511.174245079436,0.469512043009455,25,10000,r
544.495514212914,0.471627138206197,25,10000,r
577.814362809725,0.473251318310069,25,10000,r
611.13256593009,0.474744587722507,25,10000,r
644.450769050456,0.476237857134946,25,10000,r
677.768165325266,0.477567488183095,25,10000,r
711.085561600076,0.478897119231244,25,10000,r
744.402957874887,0.480226750279392,25,10000,r
777.719547304141,0.48139274296325,25,10000,r
811.035975364284,0.482526007974251,25,10000,r
844.352403424427,0.483659272985251,25,10000,r
877.668024639014,0.484628899631961,25,10000,r
910.983645853601,0.485598526278671,25,10000,r
944.2994284373,0.486600880598239,25,10000,r
977.614242806331,0.487406868880659,25,10000,r
1010.42372980375,0.488087585985896,25,10000,r
1044.24354880617,0.488953390099782,25,10000,r
1077.55755632965,0.489595740017911,25,10000,r
1110.87140248401,0.490205362263182,25,10000,r
1144.18492590015,0.490749529162738,25,10000,r
1177.4984493163,0.491293696062293,25,10000,r
1208.88441869958,0.491740385933135,25,10000,r
-35.5204705696235,0.00161009389069566,25,10000,f
-25.9418530459453,0.0131855933606885,25,10000,f
-23.2988623350238,0.0288798453321459,25,10000,f
-23.8995715936995,0.0218676505114216,25,10000,f
-20.1897457403154,0.0452789364294897,25,10000,f
-20.7925562671882,0.0378405781525131,25,10000,f
-16.615242870246,0.062232864818787,25,10000,f
-18.6338512123708,0.0544000196821858,25,10000,f
-13.9730903822075,0.0777571147117872,25,10000,f
-15.8075136877831,0.0705322897541637,25,10000,f
-11.5592057080996,0.0896363970827656,25,10000,f
3.93573874186461,0.199747265647907,25,10000,f
-5.38332742788793,0.113844474254236,25,10000,f
-9.96875174846184,0.105116031638308,25,10000,f
-10.0078030733637,0.0971959348066576,25,10000,f
-3.03359145794309,0.129773836958417,25,10000,f
-8.37652272860123,0.120955670595289,25,10000,f
-1.06416214073556,0.145343333937739,25,10000,f
-6.78429370874062,0.13679530955227,25,10000,f
0.903492116249367,0.160552826515623,25,10000,f
-0.261411037674748,0.152633142144344,25,10000,f
4.01517268683529,0.1774719239706,25,10000,f
2.84849447268823,0.169192235197882,25,10000,f
7.0956121974998,0.188054943960257,25,10000,f
30.9853350956959,0.300084651953931,25,10000,f
11.2621518898276,0.214189784287851,25,10000,f
13.8442728272751,0.226069005024794,25,10000,f
17.574635846353,0.240512841092247,25,10000,f
11.8573887512099,0.232549823859116,25,10000,f
20.2179224006449,0.256267093797278,25,10000,f
18.3802714222758,0.248387656451189,25,10000,f
23.3213193568578,0.271506170712208,25,10000,f
26.1724887080769,0.28433387762168,25,10000,f
32.9320870898919,0.309943189182058,25,10000,f
25.7791860787086,0.292305562141055,25,10000,f
36.0035329620941,0.318702186871092,25,10000,f
37.5658818015374,0.328481751737189,25,10000,f
44.8553638354202,0.339699238651834,25,10000,f
50.3003751566695,0.352160275879168,25,10000,f
57.5465513562276,0.363124917967978,25,10000,f
65.5502979008779,0.374192141104038,25,10000,f
75.9799178200298,0.383728454041685,25,10000,f
85.3215103492764,0.391945147059523,25,10000,f
95.1995725675289,0.399291631331151,25,10000,f
108.110384345126,0.407549017340452,25,10000,f
126.320625738921,0.415801890417623,25,10000,f
149.071319034645,0.423662237454273,25,10000,f
177.874737162849,0.430753603044399,25,10000,f
206.555825091782,0.436656745028165,25,10000,f
241.534044671706,0.444115923577921,25,10000,f
274.868815020818,0.448969234070454,25,10000,f
308.201272412671,0.453353447918688,25,10000,f
341.529157679706,0.456810377702611,25,10000,f
374.855590624742,0.459972758430811,25,10000,f
408.180893985999,0.462906045449004,25,10000,f
441.505067763478,0.465610238757191,25,10000,f
474.826982373401,0.467856244645365,25,10000,f
508.146960553989,0.469709518459243,25,10000,f
541.466454627244,0.471464609254546,25,10000,f
574.785464593166,0.473121517031276,25,10000,f
608.103667713532,0.474614786443714,25,10000,f
641.421709464786,0.476075328183295,25,10000,f
674.739428477819,0.47747041457716,25,10000,f
708.056824752629,0.478800045625309,25,10000,f
741.374059658328,0.480096949000599,25,10000,f
774.690649087582,0.481262941684457,25,10000,f
808.007399885948,0.482461662041174,25,10000,f
841.323505207868,0.483529471706458,25,10000,f
874.639449160678,0.484564553698884,25,10000,f
907.954909006154,0.485501452672736,25,10000,f
941.270691589852,0.486503806992304,25,10000,f
974.585667327995,0.487342522947582,25,10000,f
1007.64694392853,0.487908600746762,25,10000,f
1041.21497332784,0.488889044166705,25,10000,f
1074.52898085131,0.489531394084834,25,10000,f
1107.84282700568,0.490141016330106,25,10000,f
1141.15651179093,0.490717910902519,25,10000,f
1177.14673110006,0.492215976893133,25,10000,f
1207.7880097212,0.492708983011297,25,10000,f
14.1506384499946,0.0145393567439712,100,10000,r
21.2370312011273,0.0743225937381909,100,10000,r
33.8001812032895,0.127558118378144,100,10000,r
19.3922820553448,0.034701990230794,100,10000,r
17.270053832966,0.0251847471623116,100,10000,r
22.2384051452221,0.052380299234419,100,10000,r
15.0500118810216,0.0451073492981008,100,10000,r
43.5386085366546,0.194258702011225,100,10000,r
23.9221201305583,0.0653419921902336,100,10000,r
38.2250409433598,0.179671591702551,100,10000,r
14.4054786340646,0.000649414267519632,100,10000,r
44.8179938453163,0.204106783237772,100,10000,r
57.4436786217163,0.244448195088932,100,10000,r
52.3653428760073,0.231611709051211,100,10000,r
49.89803148414,0.22410215678316,100,10000,r
47.6430622876832,0.214509475290067,100,10000,r
35.2227198156461,0.144300305112738,100,10000,r
33.3134593140702,0.133678917829501,100,10000,r
33.118076083976,0.113228246721438,100,10000,r
32.6247334279883,0.102234810844099,100,10000,r
31.1801186704798,0.0955139330151577,100,10000,r
31.2552190995473,0.0881329689708743,100,10000,r
38.7825615631215,0.157922084283895,100,10000,r
58.8113272163778,0.253034507130961,100,10000,r
41.0142450991924,0.169899648700472,100,10000,r
32.100224868279,0.123581855589301,100,10000,r
62.4466440435872,0.262918655264594,100,10000,r
44.814161973205,0.188635600218337,100,10000,r
76.4160853352238,0.299001844361401,100,10000,r
68.5353570224967,0.273857226833126,100,10000,r
55.1375792056064,0.238632626068944,100,10000,r
70.1055869150198,0.284754650170051,100,10000,r
73.7935927749147,0.290789934078853,100,10000,r
86.0904384843549,0.312262242998502,100,10000,r
102.564627851887,0.337414099567524,100,10000,r
91.9235437615556,0.321383434337779,100,10000,r
95.3928172409145,0.327384218113619,100,10000,r
112.518564407061,0.346026653043896,100,10000,r
138.982001778122,0.355667912310413,100,10000,r
169.168414792467,0.362897947550637,100,10000,r
202.403435271075,0.367905874374474,100,10000,r
235.658105085891,0.370982639874087,100,10000,r
268.9237652074,0.372979264294048,100,10000,r
302.19342180407,0.374583110139591,100,10000,r
335.468073994691,0.37569598276711,100,10000,r
368.745057462489,0.376579734559552,100,10000,r
401.268622102536,0.377160719534213,100,10000,r
435.302354794053,0.378019922665754,100,10000,r
468.583334737012,0.378510895883777,100,10000,r
501.862982521585,0.379132795293273,100,10000,r
535.146626781318,0.379361916128351,100,10000,r
568.426940645084,0.379918352442111,100,10000,r
600.950893831327,0.380461150610925,100,10000,r
634.991897887373,0.380605714947343,100,10000,r
668.27520910751,0.380867567330289,100,10000,r
701.557188169259,0.381260345904708,100,10000,r
734.840832428993,0.381489466739785,100,10000,r
768.122478451145,0.381914976862072,100,10000,r
800.647208729782,0.382381401419194,100,10000,r
834.689100891419,0.382438681627963,100,10000,r
867.971746032362,0.382765997106646,100,10000,r
901.256389410885,0.382896923298119,100,10000,r
934.539367591425,0.383191507228932,100,10000,r
967.821679692771,0.383551554255483,100,10000,r
1001.10632307129,0.383682480446956,100,10000,r
1034.38996733103,0.383911601282033,100,10000,r
1067.67361159076,0.384140722117111,100,10000,r
1100.95825496929,0.384271648308584,100,10000,r
1134.24289834781,0.384402574500057,100,10000,r
1167.52654260754,0.384631695335134,100,10000,r
1187.19552815208,0.384631695335134,100,10000,r
-22.7656537607035,0.00112910520091258,100,10000,f
-18.5051654848047,0.0209999440160117,100,10000,f
-19.8821147199596,0.010794867667847,100,10000,f
-15.9667269977957,0.0345116796596174,100,10000,f
-12.5559370840867,0.0479549939626358,100,10000,f
-8.66299947806874,0.0625496274732093,100,10000,f
-5.78394617295271,0.0769915137603979,100,10000,f
-3.3857426685878,0.0952188944795122,100,10000,f
-1.2254111858191,0.108115578944422,100,10000,f
17.3008607508574,0.192850646381801,100,10000,f
15.0475596221132,0.182429285224426,100,10000,f
13.5120916626111,0.174724278856247,100,10000,f
9.83587145586671,0.165363056165937,100,10000,f
8.64254626038621,0.157644548034262,100,10000,f
5.92744675340816,0.148620869431343,100,10000,f
4.38941438901088,0.141167895981749,100,10000,f
3.56208852408111,0.133258862965192,100,10000,f
2.12834195874666,0.125469845624151,100,10000,f
3.2219995891985,0.117116754608182,100,10000,f
-4.07388186501714,0.0863327338381223,100,10000,f
19.4952245947006,0.203023975143109,100,10000,f
23.1700168092148,0.213609357723691,100,10000,f
25.2998466603892,0.227336150610925,100,10000,f
27.6038728726445,0.238812649582219,100,10000,f
46.3370093437854,0.299343979621828,100,10000,f
28.1064962320617,0.248893966325631,100,10000,f
32.5456642770596,0.258705247799129,100,10000,f
35.4782444462536,0.267886446976165,100,10000,f
40.4302934702486,0.276857618721046,100,10000,f
41.3516475146613,0.285438739520497,100,10000,f
47.5910781726283,0.290716804993772,100,10000,f
58.7206060974351,0.313222368402637,100,10000,f
63.6522009395296,0.324203802712424,100,10000,f
70.3742999136587,0.332694911755238,100,10000,f
80.1117116434746,0.342236157958824,100,10000,f
95.1559150744254,0.350667259163879,100,10000,f
117.768674619048,0.358748314648677,100,10000,f
147.960786310938,0.36541827673649,100,10000,f
182.211050246942,0.36977975548993,100,10000,f
214.470458980167,0.371539076187847,100,10000,f
247.735786062079,0.373568432155676,100,10000,f
281.009106094313,0.374812230974668,100,10000,f
314.282759166144,0.376023298245793,100,10000,f
347.5640721487,0.376481539915948,100,10000,f
380.844719052062,0.377005244681839,100,10000,f
414.124366836635,0.377627144091335,100,10000,f
447.40368158161,0.3782817750487,100,10000,f
480.68566064336,0.378674553623118,100,10000,f
513.965974507126,0.379230989936878,100,10000,f
547.248286608472,0.379591036963428,100,10000,f
580.532263907802,0.379787426250638,100,10000,f
613.812910811164,0.380311131016529,100,10000,f
647.098886348075,0.380311131016529,100,10000,f
680.381531489018,0.380638446495211,100,10000,f
713.667173986332,0.38067117804308,100,10000,f
746.950818246065,0.380900298878157,100,10000,f
780.234795545395,0.381096688165366,100,10000,f
813.516774607145,0.381489466739785,100,10000,f
846.799752787685,0.381784050670599,100,10000,f
880.080399691047,0.382307755436491,100,10000,f
913.362711792394,0.382667802463041,100,10000,f
946.646356052127,0.382896923298119,100,10000,f
979.92700295549,0.38342062806401,100,10000,f
1013.20931505684,0.38378067509056,100,10000,f
1046.49395843536,0.383911601282033,100,10000,f
1079.77993397227,0.383911601282033,100,10000,f
1113.06590950918,0.383911601282033,100,10000,f
1146.34922072932,0.384173453664979,100,10000,f
1176.60819937135,0.384271648308584,100,10000,f
