f,T,eps_real,eps_imag
100578.0,30,107576.6780220766,81060.13154810607
101451.0,30,107458.94706514668,80498.43121822759
102332.0,30,107341.84087817276,79943.71502902024
103221.0,30,107224.98104410902,79402.27787080429
104117.0,30,107110.14772865626,78853.9130591954
105021.0,30,106993.35758710992,78309.02078818517
105933.0,30,106879.54736253986,77789.99432002936
106853.0,30,106770.60156800796,77251.82832570153
107781.0,30,106657.12057900822,76738.34152864538
108716.0,30,106532.88311636721,76205.38733804147
109660.0,30,106431.63335002481,75689.87671649392
110613.0,30,106304.10155267254,75181.73915129591
111573.0,30,106201.05963892439,74667.04935789791
112542.0,30,106089.52753969461,74171.60653792927
113519.0,30,105986.82776021941,73666.6050299588
114505.0,30,105878.82201691726,73169.98463864955
115499.0,30,105768.39291116994,72675.4805059025
116502.0,30,105650.4108869896,72191.74953570802
117513.0,30,105546.33000672035,71692.05546718917
118534.0,30,105435.54090854748,71216.00994735918
119563.0,30,105331.77914444981,70740.53119524765
120601.0,30,105218.17480331949,70273.46237945603
121648.0,30,105113.3481807781,69803.56260813677
122705.0,30,105004.49510499851,69340.30346714023
123770.0,30,104900.00654419174,68877.59932412572
124845.0,30,104795.92677974753,68421.99187991049
125929.0,30,104694.63266062741,67964.55248805975
127022.0,30,104588.65647803816,67515.48787787827
128125.0,30,104489.72372016525,67075.54484458052
129238.0,30,104379.46939001024,66626.20987685681
130360.0,30,104283.61458373921,66193.67121845097
131492.0,30,104167.76504585663,65760.30213380491
132634.0,30,104082.10322618067,65329.06402843212
133785.0,30,103971.59213696186,64893.99887130836
134947.0,30,103861.22290341377,64495.857705607814
136119.0,30,103759.39408449447,64076.35345125855
137300.0,30,103671.46284555069,63668.41858939305
138493.0,30,103577.19388311576,63242.896900207765
139695.0,30,103472.96279235133,62819.0845076333
140908.0,30,103375.82107171083,62420.34130251306
142132.0,30,103266.14238283588,62014.9564543407
143366.0,30,103168.55250113278,61618.49159663627
144611.0,30,103073.92946076399,61223.695051514114
145866.0,30,102986.92268106765,60822.38227278338
147133.0,30,102893.2785439171,60442.46800271349
148410.0,30,102782.34152950952,60052.006861577276
149699.0,30,102682.99593884916,59666.04153265049
150999.0,30,102580.29796059786,59306.431391628066
152310.0,30,102498.18375612526,58913.60168331775
153633.0,30,102380.07457400305,58552.494480371795
154966.0,30,102290.58970733672,58162.99582039532
156312.0,30,102196.05095668402,57809.85474169299
157669.0,30,102106.03031758066,57441.08527782564
159038.0,30,102009.15508695874,57078.06608356304
160419.0,30,101912.9419989276,56721.220163378275
161812.0,30,101812.50897921617,56373.82068284632
163217.0,30,101731.886119685,56011.770551323265
164634.0,30,101629.24219019288,55671.97339979886
166064.0,30,101539.08732177336,55327.34688822023
167506.0,30,101449.46544426818,54974.631723141465
168960.0,30,101362.31805973082,54631.85242998043
170427.0,30,101250.63695809554,54303.76731068855
171907.0,30,101164.53380334929,53963.519535354644
173400.0,30,101080.64030291146,53639.89566738599
174906.0,30,100977.81967328228,53307.152669441464
176424.0,30,100887.98547748233,52988.7170788751
177956.0,30,100793.81345331574,52665.959649555945
179501.0,30,100696.07605912362,52344.47512028946
181060.0,30,100617.00574929643,52031.758490743436
182632.0,30,100528.15175476989,51715.91980092184
184218.0,30,100430.94196828648,51413.017818101005
185817.0,30,100345.86314124812,51087.74530285232
187431.0,30,100248.18535422586,50788.64720172858
189058.0,30,100161.00659853611,50485.961121077205
190700.0,30,100075.0950754322,50189.48576501575
192356.0,30,99977.87848729246,49891.584951061115
194026.0,30,99892.83269436013,49595.49075124882
195711.0,30,99806.13029816617,49317.075412079146
197410.0,30,99717.17223752168,49015.49178093204
199124.0,30,99626.30574916348,48728.82728967893
200853.0,30,99535.43880226629,48439.19910742552
202597.0,30,99442.05247355033,48157.628625970094
204356.0,30,99358.97139209553,47878.27383910821
206131.0,30,99271.56855265592,47597.4825751685
207921.0,30,99183.94868036834,47318.304264379876
209726.0,30,99089.198681077,47059.912480475665
211547.0,30,99002.53262634488,46792.36367981437
213384.0,30,98924.88747137386,46519.100105434576
215237.0,30,98837.25424451014,46256.898992428985
217106.0,30,98751.434746395,45979.74411427673
218991.0,30,98675.78893738636,45729.27625830822
220892.0,30,98583.9176890831,45468.25581571896
222810.0,30,98496.45702862379,45224.60389045332
224745.0,30,98405.9579792574,44963.42440423113
226696.0,30,98319.61181063377,44710.49796002284
228665.0,30,98236.88665931119,44457.66139864784
230650.0,30,98143.1078966852,44214.16149093775
232653.0,30,98062.4421299374,43969.21714578332
234673.0,30,97978.33817138628,43732.64019136885
236711.0,30,97888.57417280627,43486.211248890875
238766.0,30,97804.75210780349,43245.96697129007
240839.0,30,97715.99052081018,43006.24355527125
242930.0,30,97637.5613437126,42776.18171781887
245040.0,30,97551.3137262278,42556.07857206892
247167.0,30,97457.90436217524,42326.966174238485
249314.0,30,97378.72614227262,42092.73187674379
251478.0,30,97291.49956094408,41863.10399055796
253662.0,30,97212.67315699754,41637.89323681664
255864.0,30,97130.70390228888,41417.93496417926
258086.0,30,97046.79129479357,41199.316226878625
260327.0,30,96958.2896616704,40976.13017871574
262588.0,30,96871.8293753188,40768.7246343123
264868.0,30,96789.75572852626,40555.733751631575
267167.0,30,96710.51926495407,40341.88697717507
269487.0,30,96628.40734703417,40132.12704269042
271827.0,30,96540.81682498504,39928.91241815076
274187.0,30,96443.9945694583,39736.38073825729
276568.0,30,96374.56793716944,39520.982026561855
278970.0,30,96292.32837132913,39320.28766918014
281392.0,30,96203.60736274213,39113.53203676938
283835.0,30,96121.96025003595,38914.85110828747
286300.0,30,96043.80054947472,38721.17293516717
288786.0,30,95957.04706068365,38518.2745790822
291293.0,30,95878.62802564535,38323.289097987
293823.0,30,95793.39235052686,38131.86023074623
296374.0,30,95707.93838950139,37944.47475918088
298947.0,30,95633.23866960159,37753.48167969613
301543.0,30,95548.42406501686,37573.583478210756
304161.0,30,95458.64330125328,37400.41601617554
306802.0,30,95384.95047059655,37208.601535792244
309466.0,30,95304.88677172089,37018.38980839224
312153.0,30,95218.4894833194,36838.783889848
314864.0,30,95135.0211904016,36662.43848188798
317598.0,30,95055.60394593845,36475.86517539665
320355.0,30,94971.628260249,36305.07870679819
323137.0,30,94896.53534090857,36133.692811163644
325943.0,30,94821.5203524435,35969.33036626473
328773.0,30,94730.34409092719,35796.55885989493
331628.0,30,94654.83068037036,35621.594940315634
334507.0,30,94568.92552904804,35455.7315577942
337412.0,30,94482.05852214569,35288.184091282994
340341.0,30,94404.69336400987,35126.797225152666
343297.0,30,94322.73688109203,34960.30206584859
346278.0,30,94245.85330288073,34801.46431309191
349284.0,30,94161.9585800676,34639.25739818543
352317.0,30,94083.46214665742,34481.243587137105
355376.0,30,94006.47185724216,34320.762550228515
358462.0,30,93919.91948927654,34167.34876590318
361574.0,30,93849.23754483677,34016.49274596322
