probe,f,T,eps_real,eps_imag
RC2,100651.0,30,95574.0763961042,89515.5172541695
RC2,101497.0,30,95445.70720025769,88922.37617604509
RC2,102350.0,30,95298.105173478,88351.18612495821
RC2,103210.0,30,95148.98916608104,87789.58430376614
RC2,104077.0,30,95017.48716165191,87238.79132341567
RC2,104951.0,30,94878.33341443629,86661.03136793427
RC2,105833.0,30,94754.68163052895,86106.82879444135
RC2,106722.0,30,94626.02993828336,85557.8944030078
RC2,107618.0,30,94511.58220117776,84997.11168254462
RC2,108523.0,30,94357.36139792345,84463.35617145977
RC2,109434.0,30,94234.34456431799,83918.44317619356
RC2,110354.0,30,94108.60990922333,83384.7932407086
RC2,111281.0,30,93982.8292340779,82855.55200546564
RC2,112216.0,30,93853.38809076254,82326.91979476981
RC2,113159.0,30,93730.25831902538,81804.43860126463
RC2,114109.0,30,93610.34372518858,81289.65002653816
RC2,115068.0,30,93469.29947160407,80767.97291882698
RC2,116035.0,30,93342.12194327616,80263.65158565363
RC2,117009.0,30,93210.64943809267,79762.87758253486
RC2,117992.0,30,93099.34615954549,79256.17137001778
RC2,118984.0,30,92980.57335226951,78751.48196846517
RC2,119983.0,30,92856.20166124949,78267.27491864207
RC2,120991.0,30,92720.7759779023,77763.09342953775
RC2,122008.0,30,92582.63756465174,77279.68065678464
RC2,123033.0,30,92462.85819554981,76801.49876516311
RC2,124067.0,30,92345.9742371522,76332.54322860645
RC2,125109.0,30,92222.44603700923,75842.98681455624
RC2,126160.0,30,92111.07419429085,75375.1289222033
RC2,127220.0,30,91986.17142492438,74898.9293144361
RC2,128289.0,30,91867.27315938077,74442.57462189835
RC2,129366.0,30,91736.25074442703,73978.21443751032
RC2,130453.0,30,91609.3784486678,73517.20193546746
RC2,131549.0,30,91496.149136849,73068.91935253868
RC2,132654.0,30,91374.51332531076,72620.87913717321
RC2,133769.0,30,91248.33458282854,72162.68437372563
RC2,134893.0,30,91132.67689887386,71729.02676375295
RC2,136026.0,30,91013.28840610357,71292.7637737347
RC2,137169.0,30,90885.05884607497,70867.05306489619
RC2,138321.0,30,90777.9309334881,70425.74743984944
RC2,139483.0,30,90660.08828458605,69986.70783239519
RC2,140655.0,30,90527.93193262703,69559.96554892
RC2,141837.0,30,90415.23497806022,69139.92008504421
RC2,143028.0,30,90280.5958421565,68720.36817418465
RC2,144230.0,30,90194.5692751185,68307.20356975395
RC2,145442.0,30,90062.00223215994,67891.97391739301
RC2,146664.0,30,89951.95355298232,67486.29643744192
RC2,147896.0,30,89824.77989827309,67071.1933546775
RC2,149138.0,30,89715.68401140517,66679.77988025079
RC2,150391.0,30,89595.12461188187,66284.07992972076
RC2,151655.0,30,89480.51748583227,65885.43001909151
RC2,152929.0,30,89366.33619224465,65485.10689778776
RC2,154214.0,30,89247.83995375173,65099.01795934528
RC2,155509.0,30,89128.0942227069,64710.20422588608
RC2,156816.0,30,89018.33366929555,64318.084184847874
RC2,158133.0,30,88901.84960256911,63948.361302628335
RC2,159462.0,30,88782.1890467535,63567.19528577176
RC2,160802.0,30,88676.95958312275,63193.5996776995
RC2,162152.0,30,88552.60175811106,62800.42298349659
RC2,163515.0,30,88446.56876018131,62442.8341347875
RC2,164889.0,30,88324.66528439205,62079.990253314136
RC2,166274.0,30,88219.26430300737,61717.65633631089
RC2,167671.0,30,88101.31658900257,61339.25124419331
RC2,169079.0,30,87986.18055656756,61001.57002655346
RC2,170500.0,30,87877.70200188797,60641.78266968699
RC2,171932.0,30,87768.47155464656,60291.15595110475
RC2,173377.0,30,87650.60708930185,59934.541156723986
RC2,174833.0,30,87545.20412627103,59579.45824766454
RC2,176302.0,30,87424.5793370204,59245.87085292863
RC2,177783.0,30,87322.32682856731,58906.08398690493
RC2,179277.0,30,87201.30513040347,58569.45539706598
RC2,180783.0,30,87095.14492175926,58223.48362257752
RC2,182302.0,30,86984.08934382466,57892.806900603035
RC2,183834.0,30,86885.6294182419,57571.38922397234
RC2,185378.0,30,86770.06076890208,57238.2179079663
RC2,186935.0,30,86655.15589596533,56911.8396026644
RC2,188506.0,30,86543.56234932544,56590.89404043024
RC2,190090.0,30,86428.95484663793,56265.190797573305
RC2,191687.0,30,86327.7010145446,55950.75360352719
RC2,193297.0,30,86209.97772104727,55628.20174080818
RC2,194921.0,30,86108.34764228159,55322.18258269814
RC2,196559.0,30,85996.92903503009,55007.48215625171
RC2,198210.0,30,85890.36505041347,54699.44254857913
RC2,199875.0,30,85775.8688164865,54394.920014434814
RC2,201554.0,30,85674.90099927588,54098.0304296913
RC2,203248.0,30,85562.26724966562,53795.13279549964
RC2,204955.0,30,85454.918106857,53495.056597438954
RC2,206677.0,30,85350.3973919525,53193.137877381334
RC2,208413.0,30,85242.12188256456,52900.976073393984
RC2,210164.0,30,85132.77978860802,52608.43338303333
RC2,211930.0,30,85030.37086033355,52315.329330876615
RC2,213711.0,30,84921.55247666307,52032.65507464422
RC2,215506.0,30,84813.91011472695,51749.706368527884
RC2,217317.0,30,84709.02868570607,51462.79810906997
RC2,219142.0,30,84605.2915766201,51184.9140824606
RC2,220983.0,30,84501.48420599688,50910.60945630804
RC2,222840.0,30,84393.96368268476,50624.8473307047
RC2,224712.0,30,84290.46156842404,50354.133980326085
RC2,226600.0,30,84187.36284105817,50088.60496318658
RC2,228504.0,30,84076.98412718099,49824.45290367954
RC2,230423.0,30,83971.29949530365,49553.133935676735
RC2,232359.0,30,83871.41159889546,49277.92832534964
RC2,234311.0,30,83762.31989498458,49017.76689443812
RC2,236280.0,30,83656.09709897793,48759.013483830684
RC2,238265.0,30,83556.41401258626,48495.59785211114
RC2,240267.0,30,83452.90273712273,48229.14752433568
RC2,242285.0,30,83349.7992672377,47983.638394289264
RC2,244321.0,30,83249.99339813656,47732.14952424326
RC2,246373.0,30,83137.13906970537,47479.64405215941
RC2,248443.0,30,83040.61743603824,47227.90410600894
RC2,250531.0,30,82937.6779260675,46981.6065546954
RC2,252635.0,30,82832.30899887321,46739.723250654475
RC2,254758.0,30,82734.3745203363,46497.31377514479
RC2,256898.0,30,82631.85084468185,46251.43440915216
RC2,259056.0,30,82532.10320504858,46009.06702348559
RC2,261233.0,30,82437.00106684833,45773.09902567618
RC2,263427.0,30,82331.72559326747,45534.709948033786
RC2,265641.0,30,82228.26692033996,45303.53905337292
RC2,267872.0,30,82118.76541282068,45067.748033821765
RC2,270123.0,30,82025.4786394458,44834.91062765448
RC2,272392.0,30,81919.62674088228,44612.66646573446
RC2,274681.0,30,81820.28319471765,44382.64058153394
RC2,276988.0,30,81722.64985918267,44160.73169896097
RC2,279315.0,30,81619.78675726369,43928.98609095078
RC2,281662.0,30,81523.52538231584,43710.33248537736
RC2,284028.0,30,81429.75852891337,43481.0856067987
RC2,286415.0,30,81325.8866236395,43268.32665186594
RC2,288821.0,30,81222.47137627452,43053.7392482791
RC2,291247.0,30,81125.69808415223,42844.048874460495
RC2,293694.0,30,81032.60362187302,42614.35639494331
RC2,296162.0,30,80932.85819515052,42413.60960879488
RC2,298650.0,30,80836.46393983102,42202.632574088864
RC2,301159.0,30,80731.48512887489,41995.8901542903
RC2,303689.0,30,80635.52120927953,41793.020535941476
RC2,306240.0,30,80539.90638318915,41585.946252770496
RC2,308813.0,30,80445.53495259208,41379.248265421345
RC2,311408.0,30,80345.7745977371,41181.565973352204
RC2,314024.0,30,80246.68034348018,40978.269591483
RC2,316662.0,30,80155.98257816494,40774.92482750928
RC2,319322.0,30,80058.96329842988,40585.488700998394
RC2,322005.0,30,79955.7958145311,40390.155131327614
RC2,324710.0,30,79860.89884273503,40189.951119262914
RC2,327438.0,30,79759.8207203668,40000.30820172545
RC2,330189.0,30,79677.82426127195,39809.79780683508
RC2,332963.0,30,79579.22268014992,39614.84573027971
RC2,335761.0,30,79486.50105270017,39423.72893873043
RC2,338581.0,30,79391.42070675573,39239.40817268161
RC2,341426.0,30,79293.34414522663,39052.92425590417
RC2,344294.0,30,79201.70175693021,38879.906943891314
RC2,347187.0,30,79105.17945970588,38690.41696184349
RC2,350104.0,30,79010.84203307267,38506.29375911802
RC2,353045.0,30,78912.13568952809,38334.35542496034
RC2,356011.0,30,78819.14041710853,38153.41837141272
RC2,359002.0,30,78730.4010108433,37972.4967467302
RC2,362018.0,30,78639.78921406352,37801.481493910345
RC2,365060.0,30,78541.00016156858,37631.89050405953
RC2,368127.0,30,78453.64948902302,37453.75643024534
RC2,371219.0,30,78360.62105467958,37284.64588140331
RC2,374338.0,30,78261.64154435974,37115.839896186655
RC2,377483.0,30,78178.15650833336,36941.124475453405
RC2,380654.0,30,78087.56774992369,36777.18689265336
RC2,383852.0,30,77998.09090707137,36608.21632450531
RC2,387077.0,30,77899.29248644868,36447.929312526314
RC2,390329.0,30,77810.99028114679,36288.32482127902
RC2,393608.0,30,77717.65880871007,36125.138900613274
RC2,396915.0,30,77628.43538626921,35963.13213032643
RC2,400250.0,30,77538.35677355506,35804.43366965251
RC2,403613.0,30,77448.86698863882,35643.791091691906
RC2,407003.0,30,77356.7985562687,35483.03444808391
RC2,410423.0,30,77276.85025496906,35332.47718950157
RC2,413871.0,30,77181.97194426712,35179.21981358228
RC2,417348.0,30,77093.88157059024,35021.48059100977
RC2,420854.0,30,77006.95764524087,34870.6653711965
RC2,424390.0,30,76918.84818646952,34722.43430187918
RC2,427955.0,30,76829.67706145823,34574.73283548519
RC2,431551.0,30,76737.04540726014,34417.7965296602
RC2,435176.0,30,76657.1410485481,34283.97397238788
RC2,438832.0,30,76563.2479559609,34138.44323778877
RC2,442519.0,30,76482.55317072179,33985.86947217644
RC2,446237.0,30,76394.89554747767,33845.26332441153
RC2,449986.0,30,76308.6673845198,33703.87099716744
RC2,453766.0,30,76222.3451679328,33567.69713205805
RC2,457579.0,30,76136.74431770515,33420.42619865767
RC2,461423.0,30,76053.955838692,33284.39540845009
RC2,465299.0,30,75966.83984450609,33146.78921376811
RC2,469209.0,30,75877.18964504225,33011.39644460223
RC2,473151.0,30,75791.88069357879,32869.71650852472
RC2,477126.0,30,75710.58580032093,32737.640723950717
RC2,481134.0,30,75623.98295884934,32611.087795604915
RC2,485176.0,30,75547.88286961692,32476.520820641057
RC2,489252.0,30,75460.4422015584,32347.999282355842
RC2,493363.0,30,75373.07423800207,32218.24288103279
RC2,497508.0,30,75285.56733185946,32090.896575397088
RC2,501687.0,30,75210.05198040408,31960.565111611602
RC2,505902.0,30,75132.2092274267,31833.24878339331
RC2,510152.0,30,75039.74637941932,31705.43841578505
RC2,514438.0,30,74954.08478856838,31580.94103787063
RC2,518760.0,30,74878.64180923959,31461.782047019668
RC2,523119.0,30,74796.22027208019,31339.79429116401
RC2,527514.0,30,74712.87238844701,31217.68458928013
RC2,531945.0,30,74631.64719150554,31096.726118373812
RC2,536414.0,30,74552.17466932672,30981.487369021874
RC2,540921.0,30,74467.82734988825,30859.136982462158
RC2,545465.0,30,74394.77635972954,30743.396693426337
RC2,550048.0,30,74311.66931920043,30634.218862505644
RC2,554669.0,30,74221.25938768049,30516.20050612127
RC2,559329.0,30,74156.92227744871,30404.596419214806
RC2,564028.0,30,74070.70334592776,30290.90138402018
RC2,568767.0,30,73992.159690235,30174.552472733718
RC2,573545.0,30,73915.90136779641,30069.45213965047
RC2,578364.0,30,73838.67513306854,29961.611755177357
RC2,583223.0,30,73762.80765820248,29851.83929408581
RC2,588123.0,30,73678.11152658977,29746.201914225512
RC2,593064.0,30,73603.20208546073,29637.850612793154
RC2,598046.0,30,73525.301679327,29533.432330677308
RC2,603070.0,30,73447.65825745849,29429.321929689086
RC2,608137.0,30,73372.56536865373,29324.35581973752
