probe,f,T,eps_real,eps_imag
W7A,880909.0,30,77045.47384106496,19740.78373764605
W7A,888558.0,30,77003.49093021693,19722.006676406123
W7A,896273.0,30,76955.05103180437,19703.44618887403
W7A,904056.0,30,76925.51395017272,19684.439021635186
W7A,911906.0,30,76888.61310486542,19678.571094674448
W7A,919824.0,30,76852.57332821934,19654.48430871972
W7A,927811.0,30,76813.11610851689,19640.679809614474
W7A,935867.0,30,76782.1385678376,19633.75843208283
W7A,943993.0,30,76748.79711428845,19620.095280068195
W7A,952190.0,30,76718.40153682427,19605.763202398284
W7A,960457.0,30,76676.54718091703,19598.916438619053
W7A,968797.0,30,76645.0510558903,19591.578423199968
W7A,977209.0,30,76614.11724603688,19585.808116606924
W7A,985694.0,30,76588.842816324,19568.809010639274
W7A,994253.0,30,76558.81195766633,19572.80857286008
W7A,100578.0,45,105598.22975635697,58795.017078152974
W7A,101451.0,45,105438.99449533463,58491.505586556275
W7A,102332.0,45,105268.07383608051,58181.835094245456
W7A,103221.0,45,105121.15785303757,57885.733574961494
W7A,104117.0,45,104969.43218853122,57578.19230250432
W7A,105021.0,45,104816.22641133534,57289.42223520297
W7A,105933.0,45,104645.51798980971,56982.10812426505
W7A,106853.0,45,104512.43738682763,56679.98202144337
W7A,107781.0,45,104344.70896239168,56397.55790914821
W7A,108716.0,45,104191.41844398926,56108.335961033874
W7A,109660.0,45,104035.47928197142,55821.914258332734
W7A,110613.0,45,103890.51130146286,55532.96650762756
W7A,111573.0,45,103729.1938164105,55248.34189458848
W7A,112542.0,45,103573.55392663741,54963.72284448363
W7A,113519.0,45,103423.83810001517,54680.39499884614
W7A,114505.0,45,103282.58694966497,54404.98021919903
W7A,115499.0,45,103122.92516532232,54115.72289977442
W7A,116502.0,45,102973.14983732652,53854.1169599689
W7A,117513.0,45,102819.72934830846,53576.12095576043
W7A,118534.0,45,102672.89518670352,53319.280906209075
W7A,119563.0,45,102526.86271136263,53035.95407663675
W7A,120601.0,45,102367.66182956652,52764.63798652316
W7A,121648.0,45,102227.76999733163,52506.13938264253
W7A,122705.0,45,102084.807485596,52245.95542668903
W7A,123770.0,45,101925.27813043064,51989.77907074333
W7A,124845.0,45,101791.48980339711,51726.0149377723
W7A,125929.0,45,101629.91988522,51458.80828296356
W7A,127022.0,45,101478.96765223928,51216.26153301034
W7A,128125.0,45,101338.28066650718,50956.765434627276
W7A,129238.0,45,101190.34802951635,50701.95545058853
W7A,130360.0,45,101036.10564404337,50451.16846686226
W7A,131492.0,45,100901.06807074317,50201.91719071712
W7A,132634.0,45,100743.6196882036,49962.01865524339
W7A,133785.0,45,100603.7961404107,49711.661931584684
W7A,134947.0,45,100449.22475611867,49464.38958121146
W7A,136119.0,45,100314.6517918021,49223.77649260612
W7A,137300.0,45,100166.32817600899,48996.42733657646
W7A,138493.0,45,100019.82752157132,48748.14298667613
W7A,139695.0,45,99872.5026181747,48514.65454476484
W7A,140908.0,45,99729.90581655626,48281.98880803437
W7A,142132.0,45,99584.89087127197,48039.833973292676
W7A,143366.0,45,99447.28240089462,47801.75808885674
W7A,144611.0,45,99294.11425231435,47587.6195142694
W7A,145866.0,45,99149.15449950428,47354.824330032774
W7A,147133.0,45,99011.99542267763,47124.94455882221
W7A,148410.0,45,98874.08495654094,46897.06613108584
W7A,149699.0,45,98731.0128914259,46667.40615436878
W7A,150999.0,45,98587.34414399868,46456.43098029546
W7A,152310.0,45,98450.49161122559,46222.80895769546
W7A,153633.0,45,98303.24366022101,46014.924295377976
W7A,154966.0,45,98168.14117829001,45796.37373887171
W7A,156312.0,45,98023.75146930743,45566.21432938524
W7A,157669.0,45,97878.9619183907,45360.83315529028
W7A,159038.0,45,97745.3392360309,45155.992858018624
W7A,160419.0,45,97610.40424602518,44938.91524176883
W7A,161812.0,45,97461.90141896137,44725.69854955834
W7A,163217.0,45,97321.84099963368,44521.261211315374
W7A,164634.0,45,97182.8350603357,44307.821331982224
W7A,166064.0,45,97049.36778747264,44098.93126854049
W7A,167506.0,45,96907.86177402906,43896.353818934185
W7A,168960.0,45,96770.70242448027,43686.327894992384
W7A,170427.0,45,96626.2046125574,43487.37855565664
W7A,171907.0,45,96498.41326817533,43288.774910045664
W7A,173400.0,45,96358.16418034703,43098.24604123238
W7A,174906.0,45,96229.49305376146,42891.02927442838
W7A,176424.0,45,96088.34626139987,42694.30602975909
W7A,177956.0,45,95955.39578535146,42500.34196100223
W7A,179501.0,45,95822.40706785789,42303.877284686016
W7A,181060.0,45,95684.53694649231,42116.55673925753
W7A,182632.0,45,95550.84735240457,41921.41544356984
W7A,184218.0,45,95412.28418279828,41728.23774131002
W7A,185817.0,45,95280.88647598389,41539.494566157504
W7A,187431.0,45,95146.03854312401,41362.18461365752
W7A,189058.0,45,95017.85036162495,41162.006963258
W7A,190700.0,45,94883.87712933215,40975.59963441355
W7A,192356.0,45,94741.5765898748,40798.44464953967
W7A,194026.0,45,94618.26931935253,40618.747336745415
W7A,195711.0,45,94492.78569503644,40430.76634806691
W7A,197410.0,45,94351.62816502349,40248.27260591886
W7A,199124.0,45,94219.88873894887,40069.29240557542
W7A,200853.0,45,94086.58476119774,39888.363657339396
W7A,202597.0,45,93964.08614375108,39712.85788778353
W7A,204356.0,45,93836.15190331762,39536.850375529015
W7A,206131.0,45,93697.37394027355,39361.35102065223
W7A,207921.0,45,93566.93936360771,39188.45336111483
W7A,209726.0,45,93440.39602578258,39018.573428929725
W7A,211547.0,45,93313.67953474028,38850.952651908796
W7A,213384.0,45,93181.0268541816,38678.03789744706
W7A,215237.0,45,93050.85244929961,38505.82793390106
W7A,217106.0,45,92921.47938233952,38338.56025487437
W7A,218991.0,45,92797.5045972964,38177.52596417734
W7A,220892.0,45,92672.75735532609,38012.213673518374
W7A,222810.0,45,92555.54664949683,37840.96111795463
W7A,224745.0,45,92418.42106048603,37683.651341735706
W7A,226696.0,45,92294.87037483568,37514.4071924646
W7A,228665.0,45,92167.46388960214,37360.131855123895
W7A,230650.0,45,92042.17834137376,37194.555067924266
W7A,232653.0,45,91918.28899193235,37029.952497588485
W7A,234673.0,45,91793.55061839885,36877.13813023349
W7A,236711.0,45,91664.99075114953,36719.06611173864
W7A,238766.0,45,91542.80398265028,36557.624516327436
W7A,240839.0,45,91417.6147755329,36406.10425893088
W7A,242930.0,45,91294.94358631525,36254.83257876447
W7A,245040.0,45,91169.51922786381,36094.54151738561
W7A,247167.0,45,91051.81984106061,35944.30725084492
W7A,249314.0,45,90931.48665891106,35790.63517577552
W7A,251478.0,45,90807.79824467008,35644.05943452679
W7A,253662.0,45,90689.81479278526,35489.46844119278
W7A,255864.0,45,90562.68217312761,35346.06554975969
W7A,258086.0,45,90445.28450999616,35200.054961327696
W7A,260327.0,45,90321.59258617433,35047.03942967174
W7A,262588.0,45,90205.60056506668,34895.56192677929
W7A,264868.0,45,90088.06482553974,34752.15604230438
W7A,267167.0,45,89972.37290912253,34606.72182107301
W7A,269487.0,45,89850.03058027453,34469.14568173617
W7A,271827.0,45,89737.8296039614,34330.72988030425
W7A,274187.0,45,89595.98572653509,34185.431326515354
W7A,276568.0,45,89498.18121760093,34051.51881065612
W7A,278970.0,45,89383.05208903408,33907.38773483708
W7A,281392.0,45,89261.97627626231,33773.628424553666
W7A,283835.0,45,89145.84919896626,33628.16845139768
W7A,286300.0,45,89030.98666913186,33495.408865808036
W7A,288786.0,45,88921.6379916344,33357.57223576347
W7A,291293.0,45,88809.45548662545,33227.640469657956
W7A,293823.0,45,88687.4343660237,33090.78942121597
W7A,296374.0,45,88573.29341802323,32958.59070118217
W7A,298947.0,45,88459.74572401664,32821.10582190051
W7A,301543.0,45,88348.25105596501,32684.866991810144
W7A,304161.0,45,88228.02368882923,32567.056877284744
W7A,306802.0,45,88122.71824730418,32432.45187027653
W7A,309466.0,45,88011.10015956337,32299.13811612667
W7A,312153.0,45,87904.52631940307,32176.317320620696
W7A,314864.0,45,87786.15648094397,32047.013418604634
W7A,317598.0,45,87674.94984299896,31924.416254828142
W7A,320355.0,45,87567.11460255909,31798.80303642843
W7A,323137.0,45,87451.69583561532,31671.055938509144
W7A,325943.0,45,87336.50013797947,31560.38539862774
W7A,328773.0,45,87233.63913357648,31423.070220524023
W7A,331628.0,45,87124.26180567197,31300.033799806904
W7A,334507.0,45,87018.41877722049,31178.524708697227
W7A,337412.0,45,86910.46414577177,31056.685976240944
W7A,340341.0,45,86802.58055764606,30940.934803109696
W7A,343297.0,45,86695.80716967853,30824.2796514704
W7A,346278.0,45,86590.65760779161,30701.463443962097
W7A,349284.0,45,86481.50891074783,30582.757882662623
W7A,352317.0,45,86375.7335783568,30468.202694616844
W7A,355376.0,45,86273.43896999654,30351.04317020857
W7A,358462.0,45,86165.23047668154,30230.697384169405
W7A,361574.0,45,86062.37869715474,30119.731340140504
W7A,364714.0,45,85960.6389232558,30002.13570583182
W7A,367881.0,45,85853.93300258873,29900.022919343166
W7A,371075.0,45,85749.28343822062,29789.423581664378
W7A,374297.0,45,85647.14768010909,29670.20525008244
W7A,377547.0,45,85545.7504425835,29553.497791175876
W7A,380825.0,45,85443.25527531079,29448.832297912984
W7A,384132.0,45,85342.6385908126,29341.015977656447
W7A,387468.0,45,85241.44167173043,29233.21159990284
W7A,390832.0,45,85140.96336678397,29122.37900276616
W7A,394225.0,45,85042.03515061049,29026.21694812487
W7A,397649.0,45,84939.9566718827,28915.589054152886
W7A,401101.0,45,84839.83359185465,28804.692422851578
W7A,404584.0,45,84739.55194023489,28708.473776760413
W7A,408097.0,45,84642.77761519994,28593.534411968725
W7A,411641.0,45,84548.4183643344,28494.76184449884
W7A,415215.0,45,84452.27135899331,28393.108595502064
W7A,418820.0,45,84354.90587649938,28288.290471726737
W7A,422457.0,45,84263.41357162928,28187.275602864727
W7A,426125.0,45,84164.28690300112,28086.839832963436
W7A,429825.0,45,84079.30723670556,27988.3703796731
W7A,433557.0,45,83975.97088162688,27888.05054222453
W7A,437322.0,45,83881.96943297469,27797.19066477489
W7A,441119.0,45,83784.14419941501,27694.519173460005
W7A,444949.0,45,83694.52921419282,27598.478759108268
W7A,448813.0,45,83602.5921810512,27503.465072955994
W7A,452710.0,45,83509.76124855915,27412.850712000018
W7A,456641.0,45,83415.64359944794,27315.364710145062
W7A,460606.0,45,83327.33882171423,27222.856398750686
W7A,464605.0,45,83241.17049913135,27130.08280628262
W7A,468639.0,45,83149.79960412974,27034.657669692508
W7A,472708.0,45,83054.65712037252,26939.305401553484
W7A,476813.0,45,82969.93351046987,26849.261055959414
W7A,480953.0,45,82879.5763758388,26765.38026266748
W7A,485129.0,45,82790.7133431634,26677.495590207804
W7A,489341.0,45,82700.65742342058,26586.353195614964
W7A,493590.0,45,82618.0676931778,26500.312331382258
W7A,497876.0,45,82528.18974311433,26411.606412536454
W7A,502199.0,45,82448.56173571461,26325.0604009639
W7A,506560.0,45,82364.33215653672,26242.57634031774
W7A,510958.0,45,82279.04648426033,26158.785038465583
W7A,515395.0,45,82191.73173898386,26070.226941229226
W7A,519870.0,45,82108.3795124806,25990.803228361216
W7A,524384.0,45,82023.49883559681,25907.875061698403
W7A,528937.0,45,81948.55242851563,25826.171900823156
W7A,533530.0,45,81860.31686676948,25739.320736320777
W7A,538163.0,45,81779.58928315916,25658.425690342414
W7A,542836.0,45,81693.97823688544,25589.910630758583
W7A,547549.0,45,81616.395562478,25498.205491094654
W7A,552303.0,45,81534.32939363802,25425.716345599976
W7A,557099.0,45,81459.2133428282,25349.886118517985
W7A,561936.0,45,81377.40254680869,25271.62538307647
W7A,566816.0,45,81299.3680773135,25198.548563573688
W7A,571737.0,45,81222.4713469448,25120.808379705224
W7A,576702.0,45,81146.9534169231,25049.820808059463
W7A,581709.0,45,81070.60771381663,24980.54172403131
W7A,586760.0,45,80994.53681984097,24904.175391208264
W7A,591855.0,45,80910.724583607,24835.13258811255
W7A,596994.0,45,80841.47287264152,24760.15901859082
W7A,602178.0,45,80766.80691728616,24696.12791144292
W7A,607406.0,45,80699.42401239586,24621.012934101578
W7A,612680.0,45,80627.08282325207,24553.418566892455
W7A,618000.0,45,80550.73379469373,24487.92710813523
W7A,623366.0,45,80478.39562011686,24422.057891943474
W7A,628779.0,45,80406.6345199536,24350.786868562463
W7A,634239.0,45,80332.92564826799,24284.387999204177
W7A,639746.0,45,80259.39080375269,24217.524574015835
W7A,645301.0,45,80198.46242977127,24160.96580708175
W7A,650904.0,45,80124.6923377678,24096.03761138775
W7A,656556.0,45,80057.65491149732,24038.096019585577
W7A,662257.0,45,79987.80287337406,23976.797168515248
W7A,668007.0,45,79926.71933953695,23911.972420442802
W7A,673807.0,45,79858.30654560405,23855.064681205396
W7A,679658.0,45,79787.64479360956,23796.04128008888
W7A,685559.0,45,79721.89947898452,23736.43817241173
W7A,691512.0,45,79656.95659481532,23680.02544247836
W7A,697516.0,45,79597.26136338104,23623.879687920275
W7A,703573.0,45,79533.7437421776,23560.327138512494
W7A,709682.0,45,79462.92057383909,23510.988362763655
W7A,715844.0,45,79407.30210109233,23455.198551314825
W7A,722060.0,45,79341.32599427812,23409.21472551756
W7A,728330.0,45,79285.36176113796,23353.747876825924
W7A,734654.0,45,79223.96347416042,23303.508881576814
W7A,741033.0,45,79162.26793008849,23249.48737521138
W7A,747467.0,45,79104.60315401542,23205.10919433021
W7A,753957.0,45,79047.84251962116,23149.656059557743
W7A,760504.0,45,78989.93921019134,23104.709865027144
W7A,767107.0,45,78930.84231122168,23062.45173410152
W7A,773768.0,45,78871.9502758056,23015.365443502356
W7A,780487.0,45,78815.46144768932,22969.776427498695
W7A,787264.0,45,78763.43877262957,22921.657929878456
W7A,794099.0,45,78707.23851116271,22880.420994159016
W7A,800995.0,45,78651.52487040735,22836.53702294271
W7A,807950.0,45,78598.96996427709,22798.81874204061
W7A,814965.0,45,78539.00275750931,22761.957764713257
W7A,822041.0,45,78497.81361922031,22721.063438686542
W7A,829179.0,45,78443.41349901073,22672.380763614095
W7A,836379.0,45,78396.37808255173,22642.034021644617
W7A,843641.0,45,78340.66115314994,22601.501828749537
W7A,850966.0,45,78296.57404546348,22570.576320393124
W7A,858355.0,45,78249.24050170575,22533.85780621918
W7A,865808.0,45,78197.02007828979,22501.084944441067
