f,T,eps_real,eps_imag
100578.0,30,122081.8632603844,121652.63729055808
101451.0,30,121892.84655425849,120776.39323994746
102332.0,30,121716.3998743006,120053.39815097037
103221.0,30,121550.85160468152,119287.24449973372
104117.0,30,121368.63388473482,118410.98410461207
105021.0,30,121180.97241544956,117619.69070905706
105933.0,30,120993.65230560923,116824.25657181443
106853.0,30,120807.28662632809,116094.73788628799
107781.0,30,120629.20779481057,115272.1496658155
108716.0,30,120472.96441711996,114460.92045723855
109660.0,30,120308.6178200974,113769.40878366215
110613.0,30,120123.65061291744,112982.86976561004
111573.0,30,119952.56373284238,112213.89449025973
112542.0,30,119756.52598186805,111484.61264355967
113519.0,30,119623.85191406896,110726.37286244721
114505.0,30,119435.76874673965,109996.98505196348
115499.0,30,119245.40001869304,109243.39309420128
116502.0,30,119069.19910080967,108553.37113059379
117513.0,30,118896.41565791608,107861.63603280527
118534.0,30,118738.84116616985,107189.81451541504
119563.0,30,118558.84163196728,106438.03596820612
120601.0,30,118385.4290686165,105694.59313928425
121648.0,30,118219.33209954093,104995.09236490521
122705.0,30,118026.22052209769,104322.40100988565
123770.0,30,117848.3441625419,103647.51617946949
124845.0,30,117694.7814929447,103000.25281456545
125929.0,30,117528.91516029545,102334.98908457988
127022.0,30,117353.87477456006,101636.11574029388
128125.0,30,117204.84649801537,100949.88626480867
129238.0,30,117016.08444766299,100315.10924455752
130360.0,30,116844.42007357461,99757.18305430771
131492.0,30,116705.80326793494,99091.43970193499
132634.0,30,116516.43495562572,98419.41106656758
133785.0,30,116362.38915605507,97757.01873576683
134947.0,30,116197.11199886135,97160.34566437127
136119.0,30,116043.36495406798,96537.26241568345
137300.0,30,115878.2291068535,95935.39063716427
138493.0,30,115702.45422384459,95240.46210182179
139695.0,30,115535.39216419526,94675.12402561809
140908.0,30,115395.68906319437,94056.08734691858
142132.0,30,115215.00191638518,93451.19284674716
143366.0,30,115074.3855966363,92871.89529366056
144611.0,30,114888.74255512393,92281.50630347445
