f,T,eps_real,eps_imag
100651.0,30,126887.2237817744,80738.66078178257
101497.0,30,126684.48736147211,80301.23521475664
102350.0,30,126505.41460095644,79883.5037629786
103210.0,30,126311.63858148779,79444.50461120634
104077.0,30,126144.41781338894,79005.43263239006
104951.0,30,125924.85027250515,78602.26042250627
105833.0,30,125755.76773267922,78179.87547195237
106722.0,30,125566.68673476197,77764.56176597076
107618.0,30,125383.98170023182,77345.04047979016
108523.0,30,125190.74850209958,76948.60442654774
109434.0,30,125006.47887912895,76535.36075459137
110354.0,30,124821.13189126502,76135.2378702918
111281.0,30,124658.86271719592,75715.42405987676
112216.0,30,124459.32256682805,75325.37550819274
113159.0,30,124278.72212890653,74929.4898491008
114109.0,30,124085.99026789979,74533.9219527303
115068.0,30,123922.64079573509,74140.02860285563
116035.0,30,123739.88879285128,73760.85091465824
117009.0,30,123547.08346433153,73361.5564650487
117992.0,30,123378.40315012958,72996.01507852283
118984.0,30,123195.46653483392,72596.93045238091
119983.0,30,122994.31530133523,72232.78242360277
120991.0,30,122820.11327882032,71851.10671349817
122008.0,30,122642.83241612621,71483.60594243652
123033.0,30,122470.2782328552,71121.81969954347
124067.0,30,122273.65659879787,70749.60528090203
125109.0,30,122116.85730405741,70384.89579881068
126160.0,30,121922.65904419789,70034.47084199855
127220.0,30,121754.2687724149,69668.66724731789
128289.0,30,121581.73032958731,69313.8441934569
129366.0,30,121405.53968971249,68958.69675687353
130453.0,30,121228.59673211887,68609.06924000685
131549.0,30,121044.4191891888,68260.14663782663
132654.0,30,120866.90385438883,67915.85653800819
133769.0,30,120694.34932188292,67570.7776384589
134893.0,30,120506.94289189616,67248.61880344045
136026.0,30,120333.84844838276,66898.85791563382
137169.0,30,120167.88502076015,66564.91476587416
138321.0,30,120002.01796739025,66228.27778026102
139483.0,30,119820.27278336194,65894.62995060107
140655.0,30,119644.69174996685,65571.69581108858
141837.0,30,119477.65080361158,65241.726534817186
143028.0,30,119302.38992095455,64920.22498707457
144230.0,30,119130.15389924122,64600.0396097204
145442.0,30,118959.86203687091,64288.8939678483
146664.0,30,118789.63641194206,63967.512881663555
147896.0,30,118609.32417137803,63643.078841282724
149138.0,30,118436.0931306682,63338.10382682535
150391.0,30,118278.30989669323,63021.09262808949
151655.0,30,118105.83750840243,62725.293366041245
152929.0,30,117937.20297817468,62405.00842128564
154214.0,30,117766.9324990432,62096.97608765786
155509.0,30,117594.25085530338,61798.32963793279
156816.0,30,117428.9615671346,61497.15290260264
158133.0,30,117259.80311561996,61204.77622120895
159462.0,30,117097.87449347838,60903.01608356469
160802.0,30,116910.48404594441,60623.421508168874
162152.0,30,116764.77202620458,60323.324211145795
163515.0,30,116586.86947737353,60032.02396102029
164889.0,30,116418.69268062369,59749.93749594357
166274.0,30,116255.21791751074,59460.8474529808
167671.0,30,116081.8373948215,59172.93833668019
169079.0,30,115934.0195270742,58893.54123870896
170500.0,30,115756.67483064388,58616.758605425974
171932.0,30,115597.43322513366,58340.81439353127
173377.0,30,115429.30361543343,58065.74621366579
174833.0,30,115257.98354253169,57792.652555384084
176302.0,30,115110.97826649593,57507.40220475373
177783.0,30,114948.52052875074,57247.35624948631
179277.0,30,114781.01134675255,56968.30073218055
180783.0,30,114617.94978960561,56704.73080325777
182302.0,30,114453.15944142104,56436.34040816579
183834.0,30,114294.45390672775,56175.9302924877
185378.0,30,114132.89283544493,55915.84436084294
186935.0,30,113970.2546628012,55653.013176124565
188506.0,30,113811.07670825873,55400.48265587599
190090.0,30,113650.67983312799,55137.03296342724
191687.0,30,113486.37846192226,54885.652456961194
193297.0,30,113334.07028412043,54634.65977962284
194921.0,30,113168.39493515826,54376.47854594198
196559.0,30,113020.02605970687,54123.20410514774
198210.0,30,112844.64948356428,53876.8497323898
199875.0,30,112699.37163765627,53637.54685866502
201554.0,30,112538.84660149971,53395.01562473401
203248.0,30,112384.76006238481,53150.19249185333
204955.0,30,112222.35255170877,52908.34425411669
206677.0,30,112066.98610283918,52667.842942315554
208413.0,30,111907.87071203787,52429.81354989407
210164.0,30,111755.33463724193,52194.55340235493
211930.0,30,111600.71188392659,51958.24150431778
213711.0,30,111446.57915744421,51721.377489465776
215506.0,30,111291.56146974817,51493.236488360024
217317.0,30,111138.01960490446,51258.85038182338
219142.0,30,110986.31830063321,51033.68766780841
220983.0,30,110837.84276318586,50802.39897704411
222840.0,30,110685.3895660393,50578.317404510075
224712.0,30,110521.55741664574,50355.22923746668
226600.0,30,110372.35475487226,50135.19299622175
228504.0,30,110220.90208478659,49910.06990074695
230423.0,30,110067.02184894869,49681.440660547225
232359.0,30,109914.2173332817,49475.13490487259
234311.0,30,109768.6098180913,49246.79132902473
236280.0,30,109619.85019897288,49036.47669985856
238265.0,30,109463.07948315307,48819.6826712552
240267.0,30,109310.73606664578,48609.53634395422
242285.0,30,109170.26363805428,48390.82380363645
244321.0,30,109019.87903005036,48186.266433069046
246373.0,30,108870.8543610538,47968.74888870204
248443.0,30,108726.89378669058,47758.78008481951
250531.0,30,108580.23142155785,47566.230332551204
252635.0,30,108430.56393767406,47359.75379622833
254758.0,30,108281.16051650934,47154.589756726265
256898.0,30,108132.7056374462,46943.178055989265
259056.0,30,107993.05955938318,46754.4781554345
261233.0,30,107845.16090754917,46543.22998006422
263427.0,30,107704.6818855613,46351.09552355785
265641.0,30,107558.76521159861,46142.86071621219
267872.0,30,107411.46982327769,45960.29872507871
270123.0,30,107260.71752327804,45762.74310831111
272392.0,30,107124.0023035572,45559.949790267725
274681.0,30,106977.81056822545,45374.134182075824
276988.0,30,106830.02982483305,45179.95397619386
279315.0,30,106698.64150642123,44988.55985982018
281662.0,30,106554.16320230842,44800.4371405833
284028.0,30,106416.47081502462,44615.17592386779
286415.0,30,106265.54618439841,44424.60311104997
288821.0,30,106129.68566004449,44246.86758166892
291247.0,30,105990.15827806872,44059.11944194777
293694.0,30,105849.32506884272,43884.48901149333
296162.0,30,105712.43939904039,43689.85426266197
298650.0,30,105574.36079512721,43520.647377834284
301159.0,30,105437.50726850181,43334.896489878
303689.0,30,105293.63500479743,43155.73131101356
306240.0,30,105162.25327092395,42981.4525247423
308813.0,30,105020.22720691381,42802.16401995682
311408.0,30,104886.23984258123,42628.274436661304
314024.0,30,104748.78046321077,42461.039708793825
316662.0,30,104612.50480235936,42282.975049193636
319322.0,30,104478.78931455748,42112.7213102889
322005.0,30,104341.40898205622,41946.24671361837
324710.0,30,104213.25520470165,41778.35655689837
327438.0,30,104071.79991210811,41612.47680586442
330189.0,30,103937.78268345732,41441.9493706559
332963.0,30,103816.45876386992,41269.726336694395
335761.0,30,103680.6180386296,41098.0033040014
338581.0,30,103549.12614408851,40941.564205633695
341426.0,30,103415.80093079945,40779.524654211455
344294.0,30,103288.11715469375,40621.93770339459
