f,T,eps_real,eps_imag
100578.0,30,34227.57748706885,75712.99862594553
101451.0,30,34195.60995136701,75115.65758829696
102332.0,30,34160.988858824225,74495.18280354835
103221.0,30,34131.816870440256,73906.29644784969
104117.0,30,34108.926282110966,73307.43996746677
105021.0,30,34067.185767448245,72705.17248477422
105933.0,30,34030.40747891355,72123.1377260793
106853.0,30,34002.50910376452,71525.01142492001
107781.0,30,33970.81471186209,70924.1601372845
108716.0,30,33936.323924507175,70358.5366268563
109660.0,30,33905.33960683259,69812.57660263436
110613.0,30,33874.254339976294,69228.81715174946
111573.0,30,33841.888076866606,68618.52203696863
112542.0,30,33807.83265340021,68076.49644011603
113519.0,30,33787.10389642402,67552.8401824786
114505.0,30,33755.51466610864,67029.08076564761
115499.0,30,33717.41821521645,66485.10558294825
116502.0,30,33690.88588484371,65930.80761827699
117513.0,30,33662.19214123517,65411.622650839905
118534.0,30,33625.88019719021,64858.984872022476
119563.0,30,33605.198154331876,64348.0911087831
120601.0,30,33570.336124065034,63838.61687436485
121648.0,30,33543.741332230515,63302.86680745965
122705.0,30,33518.94234504369,62817.614146328226
123770.0,30,33480.78564452664,62323.03330882345
124845.0,30,33461.16760861938,61801.578115929755
125929.0,30,33425.552858129864,61273.97200008452
127022.0,30,33406.021696045216,60789.200865483275
128125.0,30,33368.74380338835,60280.16482041802
129238.0,30,33341.00870607507,59812.27231508289
130360.0,30,33314.62587221423,59367.66459631711
131492.0,30,33286.52573072059,58867.771701918835
132634.0,30,33264.16661402496,58392.1521287808
133785.0,30,33239.26197289161,57915.669593122875
134947.0,30,33228.02033306142,57472.902822304655
136119.0,30,33182.629756979266,57010.719748495845
137300.0,30,33147.83354073413,56553.602558830135
138493.0,30,33126.585805647395,56117.44569701647
139695.0,30,33079.13629877194,55670.88167014452
140908.0,30,33066.56175772396,55241.6650879255
142132.0,30,33041.66083686833,54781.785291182874
143366.0,30,33009.16121244506,54339.23247982272
144611.0,30,32988.75935453903,53921.02320325101
145866.0,30,32962.07398476875,53479.692255852024
147133.0,30,32945.720058273495,53056.98906480798
148410.0,30,32909.09204006583,52623.854333576535
149699.0,30,32885.91582145502,52217.70357516394
150999.0,30,32851.36700056553,51812.831444463474
152310.0,30,32825.01973385366,51420.528072562774
153633.0,30,32800.33969749104,51024.368285820135
154966.0,30,32781.90580670564,50624.662741440916
156312.0,30,32751.574346835587,50210.350479048226
157669.0,30,32725.937141665094,49796.23129320099
159038.0,30,32696.201081810235,49406.252446076316
160419.0,30,32679.193493912204,49006.868574295295
161812.0,30,32653.305664850468,48620.919752718
163217.0,30,32626.44846545953,48240.00801520989
164634.0,30,32596.848230297986,47861.41558397138
166064.0,30,32579.249435534868,47496.4551786778
167506.0,30,32544.936485396804,47136.95806710059
168960.0,30,32524.194271320048,46776.320503860254
170427.0,30,32501.52613807726,46392.68648223432
171907.0,30,32476.943182399933,46005.92302899554
173400.0,30,32449.42672447813,45651.32910937455
174906.0,30,32422.34048322011,45304.250351975556
176424.0,30,32392.39357035756,44954.82304552272
177956.0,30,32373.172885612712,44607.7662915594
179501.0,30,32353.34570791597,44247.51892214632
181060.0,30,32324.83784932156,43888.59048258011
182632.0,30,32307.48763996429,43559.85645469326
184218.0,30,32278.264755593293,43226.15348232169
185817.0,30,32257.54898205252,42890.79241577943
187431.0,30,32227.696122962287,42586.07432127724
189058.0,30,32204.386217971074,42247.06592338452
190700.0,30,32181.23039684204,41937.42575540862
