probe,f,T,eps_real,eps_imag
XF7,1523000.0,90,41040.60011765656,17009.745652234993
XF7,1717840.0,90,40773.80748043591,16244.379565210716
XF7,1937620.0,90,40766.95119037169,15676.31136753375
XF7,107760.0,120,63656.47155952227,152218.41255512094
XF7,121546.0,120,62775.50804964171,136643.81416154295
XF7,137096.0,120,61825.98956954162,122839.29908405471
XF7,154635.0,120,60828.10152700141,110622.65589294066
XF7,174418.0,120,59791.16217959928,99771.31522734904
XF7,196733.0,120,58723.77447414098,90138.1233490691
XF7,221901.0,120,57629.22631775385,81556.14054086669
XF7,250290.0,120,56520.80284571748,73929.66491543244
XF7,282311.0,120,55405.46902833723,67127.64574609128
XF7,318428.0,120,54298.67848773592,61051.709926059404
XF7,359166.0,120,53199.910675132334,55615.36575070407
XF7,405115.0,120,52124.4121209975,50753.00499469094
XF7,456944.0,120,51062.69465501339,46391.08870084735
XF7,515402.0,120,50041.27384984062,42474.215636918576
XF7,581340.0,120,49047.76779378889,38935.74705896695
XF7,655713.0,120,48100.574650287126,35760.008154535666
XF7,739601.0,120,47206.41903446127,32914.40315433557
XF7,834221.0,120,46370.38769874061,30369.6966640197
XF7,940947.0,120,45576.980422705354,28113.14355356831
XF7,1061330.0,120,44910.78457881521,26091.484937331694
XF7,1197110.0,120,44303.780698604205,24344.830827177644
XF7,1350260.0,120,43793.30788879749,22830.336119005515
XF7,1523000.0,120,43397.678040813866,21559.174528017855
XF7,1717840.0,120,43114.87638752179,20521.722555802244
XF7,1937620.0,120,43041.18991247466,19681.6438738444
