f,T,eps_real,eps_imag
100651.0,30,120448.0569954569,74075.79929395192
101497.0,30,120277.41490050896,73681.55268169713
102350.0,30,120128.97841528457,73261.44281214342
103210.0,30,119968.85043057291,72875.97219488013
104077.0,30,119796.576897966,72460.82646056743
104951.0,30,119637.70003821857,72065.59659903278
105833.0,30,119499.0533742461,71663.25312426608
106722.0,30,119334.03610172706,71281.40719980658
107618.0,30,119175.84589881168,70888.94197472086
108523.0,30,119025.74915749571,70514.78162713713
109434.0,30,118866.20253310828,70126.57116176821
110354.0,30,118707.70584842082,69759.63010348553
111281.0,30,118547.67675306258,69376.68139490571
112216.0,30,118399.19292239686,68991.61048697031
113159.0,30,118238.03929470545,68637.82987894258
114109.0,30,118084.00562855204,68258.2955604498
115068.0,30,117931.1683573103,67895.34625666165
116035.0,30,117788.28389558678,67535.26925759617
117009.0,30,117627.11984703058,67161.36422540992
117992.0,30,117453.12782416605,66840.93510758119
118984.0,30,117318.36241300212,66467.46950729036
119983.0,30,117168.93009785465,66122.10169208594
120991.0,30,117023.99477847402,65768.59583969563
122008.0,30,116843.84290615315,65426.32029199006
123033.0,30,116706.15187516595,65071.77879066279
124067.0,30,116546.44932856955,64732.311983116895
125109.0,30,116396.47323502116,64399.10289436579
126160.0,30,116257.95436181438,64061.40159621576
127220.0,30,116103.582147447,63733.783179621016
128289.0,30,115949.19457520994,63397.50104663072
129366.0,30,115790.83698498082,63080.886720963776
130453.0,30,115642.77651569227,62751.53867796255
131549.0,30,115501.57925135337,62420.21165172611
132654.0,30,115336.03675427007,62110.62641514572
133769.0,30,115202.96449611108,61789.41002168037
134893.0,30,115035.65493824371,61490.67813169749
136026.0,30,114906.39962112656,61170.9236263053
137169.0,30,114754.4520055716,60855.29356988784
138321.0,30,114602.8534125393,60560.05504007409
139483.0,30,114449.86044030059,60228.50258427245
140655.0,30,114313.62211871578,59936.863702667935
141837.0,30,114157.84197210961,59628.53288545635
143028.0,30,114007.01952367582,59342.98706905091
144230.0,30,113871.46477842069,59045.02951507483
145442.0,30,113719.94566421851,58760.859398267705
146664.0,30,113577.76829918736,58446.24088779191
147896.0,30,113426.07713077487,58169.515071817485
149138.0,30,113281.83763340383,57871.729207989934
150391.0,30,113138.74579769526,57595.59281518871
151655.0,30,112992.62957018241,57314.76234887354
152929.0,30,112839.52024605559,57032.96564814159
154214.0,30,112701.05790273781,56736.71144051385
155509.0,30,112555.14484391421,56474.52153483167
156816.0,30,112412.29031881985,56184.43971582767
158133.0,30,112267.89170404627,55908.42063872887
159462.0,30,112128.812497568,55645.12771622703
160802.0,30,111971.24200634022,55375.38406537518
162152.0,30,111836.95196891994,55118.640605807996
163515.0,30,111691.52830583735,54840.447741871554
164889.0,30,111548.87379096751,54583.75166995401
166274.0,30,111405.28313145274,54314.08578927376
167671.0,30,111279.45482548917,54058.64338649496
169079.0,30,111125.84262746497,53812.72206305737
170500.0,30,110985.34050830048,53550.882401852876
171932.0,30,110849.06805225296,53299.69139190193
173377.0,30,110700.08549506209,53041.682436629526
174833.0,30,110559.05025905403,52801.957502433725
176302.0,30,110409.78198500254,52544.070022737505
177783.0,30,110276.6915314783,52292.71689864538
179277.0,30,110124.4198280496,52063.57009401965
180783.0,30,109997.90891994622,51805.882215745805
182302.0,30,109860.60427114973,51572.40388010186
183834.0,30,109714.5996223094,51331.27452420874
185378.0,30,109574.24771310796,51090.887189393135
186935.0,30,109433.65131734239,50857.54954775117
188506.0,30,109290.28641685414,50613.13185795712
190090.0,30,109159.51938146575,50387.92502948897
191687.0,30,109018.13211860455,50156.109462306566
193297.0,30,108875.98931734786,49933.08170738599
194921.0,30,108747.31096852878,49700.043383323995
196559.0,30,108622.08861150123,49470.803229398516
198210.0,30,108473.60481065832,49248.73231265477
199875.0,30,108337.96585553484,49022.58362222845
201554.0,30,108198.35420231395,48809.56011995142
203248.0,30,108064.23131880627,48590.70384463387
204955.0,30,107918.65044836997,48374.06433543615
206677.0,30,107784.0342301516,48162.43857555663
208413.0,30,107651.85201649109,47945.90300459738
210164.0,30,107528.77245052755,47731.49459195293
211930.0,30,107378.03494045252,47523.99136833956
213711.0,30,107240.7835421758,47311.118679192245
215506.0,30,107111.58881240108,47101.22184795317
217317.0,30,106968.64679948748,46900.296062522095
219142.0,30,106830.03384403694,46685.773197650284
220983.0,30,106702.10397315498,46472.919611901605
222840.0,30,106568.33529761876,46286.15155858497
224712.0,30,106433.30183465393,46081.18241130661
226600.0,30,106307.7829440379,45870.712888958136
228504.0,30,106170.26246753389,45677.356378257515
230423.0,30,106026.82708552023,45488.28644964425
232359.0,30,105906.86800391124,45285.88186698337
234311.0,30,105770.93188911193,45094.39899387671
236280.0,30,105640.78462937051,44900.83380467338
238265.0,30,105509.85353180185,44712.18511365565
240267.0,30,105367.75873406048,44524.25479585152
242285.0,30,105234.68554614107,44321.766057139626
244321.0,30,105108.1690691135,44143.90798945902
246373.0,30,104974.06408382246,43953.155881197184
248443.0,30,104848.68372432333,43769.73476868363
250531.0,30,104712.64641647234,43587.23893784476
252635.0,30,104590.58858213846,43404.987182346405
254758.0,30,104456.49710262292,43227.148200675154
256898.0,30,104326.54500137952,43047.38320970828
259056.0,30,104198.07720121002,42864.397034620306
261233.0,30,104064.52139623323,42693.12625673195
263427.0,30,103937.65073604944,42500.41687421557
265641.0,30,103805.90772600613,42335.7787501332
267872.0,30,103681.55335147837,42166.07398592411
270123.0,30,103544.14546673054,41991.0351444951
272392.0,30,103421.17380668585,41817.62528766113
274681.0,30,103292.98339000378,41643.34597062768
