probe,f,T,eps_real,eps_imag
SY4,60391.6,112,143596.63972319145,219815.27264498523
SY4,60915.9,112,143384.98202566415,218307.68259802423
SY4,61444.9,112,143178.76564360465,216793.55728072126
SY4,61978.4,112,142967.22394872396,215291.37647110838
SY4,62516.5,112,142734.55324737373,213828.9605370091
SY4,63059.4,112,142537.47810371118,212339.82540956058
SY4,63606.9,112,142327.4564399993,210857.47498334682
SY4,64159.2,112,142102.92727265257,209424.23731140426
SY4,64716.3,112,141893.4041774795,207997.03421756093
SY4,65278.2,112,141668.35892305517,206557.09234952484
SY4,65845.1,112,141450.70585231102,205150.93249258588
SY4,66416.8,112,141225.34561121126,203759.9607895812
SY4,66993.5,112,141000.22852944882,202371.14107177197
SY4,67575.2,112,140775.49915891563,200990.75363519613
SY4,68161.9,112,140542.76022370547,199620.87584534448
SY4,68753.8,112,140316.2334810808,198291.64630886322
SY4,69350.8,112,140086.6106025011,196940.42527645567
SY4,69952.9,112,139852.75486552026,195620.39726435614
SY4,70560.3,112,139626.4286718665,194304.29592029835
SY4,71173.0,112,139426.8822862216,193014.65361191722
SY4,71791.0,112,139200.73672378447,191700.30344525236
SY4,72414.4,112,138973.73944113404,190437.40353521387
SY4,73043.1,112,138737.29410205616,189161.1714011428
SY4,73677.4,112,138515.91628736624,187896.9556576489
SY4,74317.1,112,138306.50718965993,186650.13145722484
SY4,74962.4,112,138075.23930082188,185436.6005043853
SY4,75613.3,112,137853.51489385,184196.17849594037
SY4,76269.9,112,137629.2668345997,182977.52207990264
SY4,76932.1,112,137394.16033579086,181756.64243599479
SY4,77600.1,112,137026.39483521183,180619.19753437498
SY4,78273.9,112,136946.35007050668,179391.42168888095
SY4,78953.6,112,136723.21558663846,178221.7357722363
SY4,79639.1,112,136479.6153394452,177021.62223240355
SY4,80330.6,112,136269.5774359887,175890.57044507808
SY4,81028.1,112,136030.73859924244,174746.09906659886
SY4,81731.7,112,135812.56275362466,173605.32976522399
SY4,82441.4,112,135587.132981727,172492.46959120652
SY4,83157.2,112,135365.4473413588,171358.72358232504
SY4,83879.3,112,135140.14695965196,170249.13250330804
SY4,84607.6,112,134878.1664139673,169149.0009809009
SY4,85342.2,112,134672.23034172197,168061.7498558818
SY4,86083.2,112,134439.50677123276,167044.182062018
SY4,86830.7,112,134215.31422825827,165993.12441519988
SY4,87584.7,112,133938.69204128635,164912.06079386274
SY4,88345.2,112,133733.07765934966,163865.48320702792
SY4,89112.3,112,133516.25989034967,162808.20497236814
SY4,89886.0,112,133272.84908650082,161775.8414213774
SY4,90666.5,112,133042.1859244787,160766.66705801865
SY4,91453.7,112,132808.81443572682,159728.3339034159
SY4,92247.8,112,132566.96549658253,158726.68697717154
SY4,93048.8,112,132375.92416179902,157704.6947519757
SY4,93856.8,112,132088.94564395354,156721.82382026812
SY4,94671.7,112,131882.1078750691,155744.09234931652
SY4,95493.8,112,131632.52525116823,154775.4822381987
SY4,96322.9,112,131416.72482448234,153800.1705629805
SY4,97159.3,112,131181.54777969082,152817.71744576094
SY4,98002.9,112,130933.64897174515,151879.30858399768
SY4,98853.9,112,130713.94199242415,150917.86518762066
SY4,99712.2,112,130481.52863247455,149992.87801712126
SY4,100578.0,112,130267.2404923425,149043.81742852557
SY4,101451.0,112,129998.37287288113,148142.91162579198
SY4,102332.0,112,129775.55902080561,147213.9076107342
SY4,103221.0,112,129565.7279962992,146300.1975077281
SY4,104117.0,112,129306.89656098744,145389.69719228317
SY4,105021.0,112,129067.21584846111,144526.8444911348
SY4,105933.0,112,128848.78021992034,143647.17829187374
SY4,106853.0,112,128607.70110990039,142764.65855954948
SY4,107781.0,112,128374.74908463428,141883.87249770982
SY4,108716.0,112,128132.61767469754,141033.3335671171
SY4,109660.0,112,127902.81018306848,140155.43212698767
SY4,110613.0,112,127669.81145852042,139309.57653438274
SY4,111573.0,112,127426.1647797077,138469.62035025426
SY4,112542.0,112,127214.03201274468,137622.25573957965
SY4,113519.0,112,126945.91296638403,136800.99445998302
SY4,114505.0,112,126723.09543706734,135985.69042335104
SY4,115499.0,112,126493.3413651783,135172.3135613858
SY4,116502.0,112,126245.71760853108,134366.58356400725
SY4,117513.0,112,125996.61484204521,133556.70384404963
SY4,118534.0,112,125775.03625924453,132766.44750566417
SY4,119563.0,112,125549.2566561131,131964.1735654501
SY4,120601.0,112,125305.84528434984,131169.98709497272
SY4,121648.0,112,125064.94596512063,130403.7625340936
SY4,122705.0,112,124835.53941637136,129631.81564850104
SY4,123770.0,112,124593.65278146155,128876.38256633791
SY4,124845.0,112,124349.97127973847,128104.29475257538
SY4,125929.0,112,124127.28564917647,127349.94340355683
SY4,127022.0,112,123881.98247866733,126608.39565256794
SY4,128125.0,112,123631.79198788348,125870.1318861311
SY4,129238.0,112,123416.7188602796,125129.80448573947
SY4,130360.0,112,123198.8973506988,124399.82743275401
SY4,131492.0,112,122942.48663060044,123670.32991530368
SY4,132634.0,112,122703.58976522025,122947.54410585565
SY4,133785.0,112,122482.81760453853,122265.81673661868
SY4,134947.0,112,122235.19134300963,121536.58081862648
SY4,136119.0,112,122002.87390384982,120856.2991482245
SY4,137300.0,112,121773.2932832369,120136.77184301695
SY4,138493.0,112,121533.25754719214,119463.76048636572
SY4,139695.0,112,121291.61707122346,118776.28287084041
SY4,140908.0,112,121062.46465093877,118097.84228487685
SY4,142132.0,112,120805.01243301382,117437.54501694496
SY4,143366.0,112,120588.30517029956,116756.61996096068
SY4,144611.0,112,120357.5350872781,116094.02849076668
SY4,145866.0,112,120120.38622777538,115439.06861906894
SY4,147133.0,112,119869.86980249155,114778.50532328014
SY4,148410.0,112,119663.03655772854,114129.72493939383
