T,p_v,f,b
25.097451274362815,3019.9517204020162,500000,0.0125
26.59670164917541,2805.433637951713,500000,0.0125
28.695652173913043,2606.1535499988963,500000,0.0125
31.09445277361319,2472.53732949216,500000,0.0125
33.943028485757125,2370.593792549199,500000,0.0125
36.34182908545727,2321.209213432944,500000,0.0125
38.74062968515742,2272.853421560693,500000,0.0125
40.839580209895054,2249.0546058357813,500000,0.0125
42.938530734632685,2225.504985076341,500000,0.0125
45.4872563718141,2202.2019499873754,500000,0.0125
47.88605697151424,2179.142918595548,500000,0.0125
50.88455772113943,2156.3253359631003,500000,0.0125
54.03298350824588,2133.7466739047672,500000,0.0125
56.73163418290855,2133.7466739047672,500000,0.0125
60.17991004497751,2133.7466739047672,500000,0.0125
63.77811094452774,2133.7466739047672,500000,0.0125
67.37631184407796,2133.7466739047672,500000,0.0125
71.12443778110945,2133.7466739047672,500000,0.0125
73.82308845577211,2133.7466739047672,500000,0.0125
76.37181409295353,2179.142918595548,500000,0.0125
79.07046476761619,2202.2019499873754,500000,0.0125
82.51874062968517,2225.504985076341,500000,0.0125
84.91754122938531,2272.853421560693,500000,0.0125
87.9160419790105,2321.209213432944,500000,0.0125
90.61469265367316,2370.593792549199,500000,0.0125
94.06296851574211,2421.0290467361783,500000,0.0125
96.61169415292356,2472.53732949216,500000,0.0125
99.91004497751123,2551.8617533260335,500000,0.0125
102.75862068965516,2606.1535499988963,500000,0.0125
105.90704647676162,2689.7646754247467,500000,0.0125
108.75562218890556,2776.0582292497147,500000,0.0125
111.30434782608695,2835.1198883454745,500000,0.0125
114.00299850074964,2926.076756401802,500000,0.0125
116.10194902548726,2988.3301147981556,500000,0.0125
117.75112443778112,3051.907936274005,500000,0.0125
119.70014992503748,3116.838399268139,500000,0.0125
25.24737631184408,16443.717232149324,500000,0.025
27.04647676161919,15765.737298281332,500000,0.025
29.29535232383808,15115.710702715041,500000,0.025
31.544227886056973,14492.484920009532,500000,0.025
33.943028485757125,14041.987155112003,500000,0.025
36.64167916041979,13463.03135160397,500000,0.025
39.1904047976012,12907.946088548157,500000,0.025
41.58920539730135,12506.70358980454,500000,0.025
43.83808095952024,12246.161992650488,500000,0.025
46.386806596701646,11865.491000980519,500000,0.025
49.38530734632684,11496.653137435593,500000,0.025
51.934032983508246,11257.153068624859,500000,0.025
54.48275862068966,11139.28057014963,500000,0.025
57.18140929535232,11022.642302550721,500000,0.025
60.47976011994003,10793.016901281477,500000,0.025
62.87856071964018,10793.016901281477,500000,0.025
65.27736131934033,10680.00432514576,500000,0.025
67.976011994003,10680.00432514576,500000,0.025
70.37481259370315,10793.016901281477,500000,0.025
73.5232383808096,10907.225342322867,500000,0.025
77.12143928035982,11022.642302550721,500000,0.025
80.56971514242879,11257.153068624859,500000,0.025
83.71814092953524,11618.307244348385,500000,0.025
86.86656671664169,11991.04803862879,500000,0.025
90.31484257871064,12246.161992650488,500000,0.025
93.4632683658171,12639.045745165085,500000,0.025
96.91154422788604,13044.534070694674,500000,0.025
99.91004497751123,13463.03135160397,500000,0.025
103.20839580209896,13894.95494373138,500000,0.025
106.3568215892054,14340.73559260656,500000,0.025
109.05547226386808,14800.817863021099,500000,0.025
111.904047976012,15275.660582380733,500000,0.025
114.9025487256372,15765.737298281332,500000,0.025
117.00149925037482,16101.159153591641,500000,0.025
118.65067466266866,16443.717232149324,500000,0.025
120.0,16617.71967532035,500000,0.025
25.39730134932534,105960.2214181302,500000,0.05
27.04647676161919,101591.44622603143,500000,0.05
29.44527736131934,97402.79708900933,500000,0.05
31.84407796101949,93386.84734986803,500000,0.05
34.24287856071964,89536.47655495942,500000,0.05
36.64167916041979,85844.85782930895,500000,0.05
39.1904047976012,83176.37711026713,500000,0.05
41.58920539730135,79746.98740133047,500000,0.05
44.13793103448276,76458.99257137692,500000,0.05
46.83658170914543,74866.186929323,500000,0.05
49.23538230884558,72538.97734006244,500000,0.05
52.38380809595203,70284.10887961424,500000,0.05
55.68215892053973,68099.33282962405,500000,0.05
58.3808095952024,66680.67692136222,500000,0.05
60.92953523238381,65982.47037297241,500000,0.05
63.32833583208396,64607.913273117716,500000,0.05
65.57721139430285,64607.913273117716,500000,0.05
68.27586206896552,64607.913273117716,500000,0.05
71.2743628185907,63931.41042090024,500000,0.05
74.12293853073464,64607.913273117716,500000,0.05
76.97151424287856,65291.57467394287,500000,0.05
79.37031484257872,66680.67692136222,500000,0.05
81.76911544227886,67386.27168030948,500000,0.05
84.31784107946027,68819.93937639103,500000,0.05
86.56671664167916,71027.83406586602,500000,0.05
89.71514242878561,73306.56286249048,500000,0.05
92.86356821589206,75658.39827987652,500000,0.05
96.0119940029985,78085.68573886006,500000,0.05
98.71064467766118,81443.63386723842,500000,0.05
101.85907046476764,84945.98510261628,500000,0.05
104.55772113943029,87671.23872968687,500000,0.05
107.25637181409296,91441.3980004846,500000,0.05
110.25487256371814,96382.9023623971,500000,0.05
112.50374812593704,100527.6925826924,500000,0.05
115.20239880059972,104850.72277656391,500000,0.05
117.75112443778112,109359.65786466884,500000,0.05
120.0,114062.49238513217,500000,0.05
25.39730134932534,704693.0689671474,500000,0.1
27.946026986506748,675638.3392153196,500000,0.1
30.19490254872564,654636.1740672754,500000,0.1
32.14392803598201,634286.8595869686,500000,0.1
34.54272863568216,614570.1019622441,500000,0.1
36.94152923538231,595466.238212517,500000,0.1
39.040479760119936,576956.2165794226,500000,0.1
41.43928035982009,564936.9748123029,500000,0.1
44.287856071964015,547375.9529540343,500000,0.1
47.28635682158921,535972.9318460086,500000,0.1
49.98500749625188,524807.4602497728,500000,0.1
52.8335832083958,513874.5894968986,500000,0.1
55.83208395802099,503169.474010389,500000,0.1
58.83058470764618,497900.8379088357,500000,0.1
61.37931034482759,497900.8379088357,500000,0.1
64.07796101949026,497900.8379088357,500000,0.1
67.37631184407796,503169.474010389,500000,0.1
69.77511244377811,508493.8612259336,500000,0.1
72.32383808095952,519312.25500729546,500000,0.1
74.72263868065967,530360.8140923763,500000,0.1
77.5712143928036,547375.9529540343,500000,0.1
80.41979010494754,570914.9670428429,500000,0.1
83.71814092953524,595466.238212517,500000,0.1
86.56671664167916,627645.3067508524,500000,0.1
89.71514242878561,661563.3360992966,500000,0.1
93.01349325337333,697314.2999132876,500000,0.1
96.61169415292356,734997.2501961252,500000,0.1
99.91004497751123,782914.4084329683,500000,0.1
103.65817091454274,833955.4614229978,500000,0.1
106.3568215892054,869818.3619576936,500000,0.1
108.6056971514243,907223.4882997088,500000,0.1
111.45427286356822,956249.9568652785,500000,0.1
113.7031484257871,997371.9336083173,500000,0.1
115.952023988006,1040262.2941919141,500000,0.1
117.90104947526235,1073636.1915800788,500000,0.1
119.85007496251876,1108080.796839801,500000,0.1
