b,mu,T
0.0502427184466019,4345.13274336283,25
0.0604368932038835,4513.27433628319,25
0.0735436893203884,4699.11504424779,25
0.0866504854368932,4876.10619469027,25
0.102669902912621,5079.64601769912,25
0.122330097087379,5283.18584070796,25
0.138349514563107,5433.62831858407,25
0.154368932038835,5566.37168141593,25
0.173300970873786,5699.11504424779,25
0.187864077669903,5787.61061946903,25
0.205339805825243,5876.10619469027,25
0.221359223300971,5938.05309734513,25
0.235922330097087,5982.30088495575,25
0.252669902912621,6035.3982300885,25
0.27378640776699,6097.34513274336,25
0.292718446601942,6141.59292035398,25
0.303640776699029,6150.44247787611,25
0.31747572815534,6132.74336283186,25
0.326941747572816,6115.04424778761,25
0.337864077669903,6070.79646017699,25
0.34878640776699,6008.84955752212,25
0.356067961165049,5938.05309734513,25
0.36626213592233,5831.85840707965,25
0.376456310679612,5707.96460176991,25
0.386650485436893,5584.07079646018,25
0.393932038834952,5513.27433628319,25
0.400485436893204,5424.77876106195,25
0.0509708737864078,5026.54867256637,120
0.0640776699029126,5141.59292035398,120
0.0720873786407767,5221.2389380531,120
0.0837378640776699,5336.28318584071,120
0.091747572815534,5407.0796460177,120
0.105582524271845,5530.97345132743,120
0.113592233009709,5601.76991150442,120
0.127427184466019,5716.81415929204,120
0.135436893203884,5778.7610619469,120
0.15,5884.95575221239,120
0.15873786407767,5946.90265486726,120
0.173300970873786,6026.54867256637,120
0.18495145631068,6061.94690265487,120
0.199514563106796,6088.49557522124,120
0.210436893203884,6097.34513274336,120
0.225728155339806,6088.49557522124,120
0.235922330097087,6070.79646017699,120
0.251941747572816,6026.54867256637,120
0.260679611650485,5982.30088495575,120
0.275970873786408,5911.50442477876,120
0.285436893203884,5840.70796460177,120
0.297087378640777,5734.51327433628,120
0.305097087378641,5628.3185840708,120
0.313834951456311,5477.87610619469,120
0.318203883495146,5336.28318584071,120
0.323300970873786,5168.14159292035,120
0.325485436893204,5044.24778761062,120
0.330582524271845,4858.40707964602,120
0.333495145631068,4725.66371681416,120
0.337864077669903,4548.67256637168,120
0.34004854368932,4415.92920353982,120
0.34368932038835,4247.78761061947,120
0.346601941747573,4115.04424778761,120
0.349514563106796,3929.20353982301,120
0.351699029126214,3796.46017699115,120
0.355339805825243,3619.46902654867,120
0.35752427184466,3495.57522123894,120
0.361165048543689,3309.73451327434,120
0.363349514563107,3168.14159292035,120
0.36626213592233,3000,120
0.368446601941748,2840.70796460177,120
0.372087378640777,2690.26548672566,120
0.375,2539.82300884956,120
0.377912621359223,2371.6814159292,120
0.380097087378641,2238.93805309735,120
0.383009708737864,2061.94690265487,120
0.385194174757282,1929.20353982301,120
0.388834951456311,1734.51327433628,120
0.390291262135922,1619.46902654867,120
0.393932038834952,1424.77876106195,120
0.395388349514563,1318.58407079646,120
0.399029126213592,1150.44247787611,120
