T,mu
-36.59202317290553,2313.356918218954
-29.62306892453951,2327.4891405100666
-22.654114676173506,2357.613818674816
-15.685160427807489,2396.997287082197
-8.716206179441471,2445.6395457322096
-1.7472519310754677,2501.015470013227
3.8138327721660943,2566.7614212165304
10.290032679738559,2638.329349863191
16.94221628045156,2735.041184098809
22.960858585858574,2836.8380464730485
28.345959595959584,2938.499884822917
33.35908100613983,3023.3253066162706
37.54369677163794,3110.520159582573
42.60063874034461,3234.467723959125
47.66896910279263,3347.722568891316
52.10375816993462,3456.0701631418347
56.53854723707664,3565.9057772527763
60.65656565656565,3671.2302570800744
64.77458407605465,3774.515598580126
69.20937314319667,3874.265744748201
72.69385026737967,3971.5622655754396
77.41780550604074,4074.2153862713744
82.51374034462268,4193.282965595821
88.2156120023767,4300.643139259948
94.23425430778371,4397.347667000741
100.88643790849673,4489.051337423299
107.85539215686273,4554.948614252762
114.82434640522874,4591.386103946578
121.79330065359474,4604.676618033815
128.76225490196077,4606.183217266795
135.73120915032678,4606.006400092021
142.70016339869278,4605.829582917249
149.6691176470588,4605.652765742477
156.63807189542482,4609.263635485144
163.60702614379082,4609.928526514248
170.57598039215682,4613.539396256915
177.54493464052283,4636.088700586784
184.51388888888889,4679.259855911605
191.4828431372549,4751.469944270136
198.4517973856209,4853.560673866249
203.52012774806892,4960.383932889493
206.85357534622224,5056.528720684812
210.80585264408793,5174.288762666465
216.19095365418892,5242.795342979648
223.27545412104243,5007.270068540703
220.8791592394533,5134.374696604869
225.78457898310833,4880.879031747095
227.27792632204395,4747.9664800014
228.40925006366186,4632.754016348514
229.49532085561495,4526.779446363058
230.86799366211127,4413.015811924065
234.15426322043973,3992.943419333228
232.02948603683896,4287.838360948698
232.57252143281553,4168.386188857079
233.73031788472954,4086.7372665251987
235.74022790934552,3855.160304564993
236.35868488809663,3727.726023467985
237.52017726282426,3599.6166222491174
238.54591078855785,3474.4867052415143
239.12514854426618,3350.668756361876
240.26552287581697,3227.101107119254
242.1208938120703,2990.359673285602
241.32142503466028,3111.1189912186023
242.58850762527229,2836.4093987766314
243.43322935234696,2711.394298116283
244.066770647653,2591.322577014876
244.70031194295896,2441.892775185792
244.82702020202018,2283.9114518131655
245.86180431768665,2166.6071874017584
245.65062388591795,2043.1620089295411
245.75621410180227,1939.3065659932536
246.28416518122398,1830.1937590603966
246.28416518122398,1728.3470663914486
246.28416518122398,1626.5003737224997
246.3897553971083,1518.4784751770276
250.4118961104256,29.68165634595789
247.12888690829865,1391.9229218576756
246.91770647652996,1265.3914799712493
247.02329669241428,1151.968620450908
247.551247771836,998.7222466948415
247.6568379877203,839.4683754734733
248.18478906714196,728.3494973213801
248.50155971479498,623.7171304353342
248.6825715134539,477.02684665175093
249.49712460741867,322.2521142252581
250.08541295306,202.86492818618535
250.08541295306,112.5917233205264
