h,b,T,f
-15.255413891219746,0.0028507263036292585,25,10000
-13.330643617111491,0.02245612429965449,25,10000
-12.970671442993876,0.011290702569608513,25,10000
-8.1901880303177,0.040872648331386485,25,10000
-11.238400415848105,0.03228721916775523,25,10000
-0.5336560002084525,0.10025130449022668,25,10000
-6.403157940558003,0.058231132202704816,25,10000
-7.205860426086701,0.05017192852957075,25,10000
-3.662628392163242,0.07717692569331136,25,10000
-5.763146878364978,0.06883554486443955,25,10000
-4.217212083805066,0.08866563103266634,25,10000
1.365036893176466,0.11579534705615863,25,10000
3.977854322021244,0.1393664283730604,25,10000
2.595092317527474,0.12700198496790344,25,10000
19.4395636171663,0.2822641280756944,25,10000
16.064305649423318,0.270244104250701,25,10000
16.028453774408035,0.26194887666905076,25,10000
13.779308802749028,0.25417315115915456,25,10000
13.742336556639543,0.24561869771557776,25,10000
12.36147918300594,0.23369493827569604,25,10000
11.427089690421326,0.22254864635201393,25,10000
10.568085167176832,0.21419826050059976,25,10000
9.138731730464428,0.2057000156746877,25,10000
9.101759484355057,0.1971455622311109,25,10000
8.180254259354001,0.18898036771958432,25,10000
6.814521895492362,0.18055615741571124,25,10000
7.725783727631892,0.1717049956951181,25,10000
5.409688580442207,0.163084964530601,25,10000
4.041043251735573,0.1539867669857189,25,10000
3.914542453579543,0.14743399096621007,25,10000
26.437416476672638,0.2994542324824465,25,10000
28.680188337401773,0.31857088425866525,25,10000
27.311711064359315,0.30951157059307216,25,10000
31.394063238945705,0.3313494588341641,25,10000
34.09219692661577,0.3404859100495947,25,10000
51.31442740604746,0.39814006415116165,25,10000
37.36432073381002,0.35061270429078445,25,10000
38.837388649823765,0.3619022411606858,25,10000
44.879746025926806,0.3758781598257438,25,10000
48.914930577446285,0.3868026392797272,25,10000
58.765382620694936,0.4104221346325382,25,10000
66.15897822651561,0.4221455377095069,25,10000
75.69829788179709,0.4323619416316081,25,10000
86.36962248472082,0.44086274855614965,25,10000
98.37051947444002,0.44942125109088416,25,10000
109.23044454643798,0.457620617921116,25,10000
126.36179886872947,0.4668890978676818,25,10000
147.66869623269497,0.4756186293013581,25,10000
174.29197269287272,0.484136912582677,25,10000
203.56681105137193,0.4910160993188879,25,10000
222.8948992879641,0.49521597659884964,25,10000
243.48048961680706,0.49888001585798536,25,10000
272.7467724142231,0.5037796596485752,25,10000
302.0072496523326,0.5073360421546365,25,10000
331.2636018877771,0.5099380021690589,25,10000
360.51781523295074,0.5120450764470762,25,10000
390.6592606328337,0.5143873904604118,25,10000
419.0210474754974,0.5150573596432694,25,10000
448.2703719286236,0.5160332665237888,25,10000
477.5209186047616,0.5172919652536828,25,10000
506.7699375021348,0.5181971741718586,25,10000
536.0186508437548,0.5190316851276909,25,10000
565.2661419623632,0.5195834042341487,25,10000
594.5143969703538,0.5203118682464656,25,10000
623.7631103119741,0.5211463792022979,25,10000
653.0124347651001,0.5221222860828174,25,10000
682.2605369952144,0.5228154011139624,25,10000
711.5046670005399,0.5225894426346406,25,10000
740.7516997855189,0.523035114797583,25,10000
769.9982742368684,0.52337474001701,25,10000
799.2451542439708,0.5237850631987806,25,10000
828.4909648059377,0.5239479435123486,25,10000
857.7379975909166,0.524393615675291,25,10000
886.983655375007,0.5245211470076871,25,10000
916.2299242706035,0.5247900742647705,25,10000
945.4768042777057,0.5252003974465411,25,10000
974.7221565060433,0.5252572308165937,25,10000
1003.9672031786279,0.5252433662243027,25,10000
1033.2131665184713,0.5254415955190425,25,10000
1062.4589770804382,0.5256044758326105,25,10000
1091.7040237530227,0.5255906112403194,25,10000
1120.949681537113,0.5257181425727155,25,10000
1150.195797654833,0.5259517208486272,25,10000
1179.4408443274176,0.5259378562563362,25,10000
1208.6858910000021,0.525923991664045,25,10000
35.98154999915164,0.02268523944534473,25,10000
33.99326815899565,0.010024151056863273,25,10000
33.02201618076799,0.0018071348508332807,25,10000
37.20738875411155,0.036023034521036945,25,10000
39.478941147655064,0.04898327726946472,25,10000
44.83540817537164,0.09684545119200316,25,10000
42.289167963302475,0.08405527597064855,25,10000
43.13583239920922,0.07490418290548029,25,10000
40.88304622149394,0.06628597334432262,25,10000
40.40828897031565,0.058963052814477335,25,10000
46.42199285568381,0.11757128929153249,25,10000
45.04410446544978,0.10633447838575605,25,10000
49.17911408146483,0.14035598213739692,25,10000
47.13555720559634,0.128886183060257,25,10000
51.927496412710866,0.1611187132602342,25,10000
50.55324922853322,0.15072438640571922,25,10000
53.9356495620018,0.18148431484408428,25,10000
53.29927878048136,0.17094274321851066,25,10000
57.420899961920554,0.2018664979201289,25,10000
53.39395013794342,0.19284732855130576,25,10000
70.88718887382902,0.30099104546240923,25,10000
60.17600451973192,0.22418458421452553,25,10000
59.45991933485732,0.21228643225646626,25,10000
62.9126229544886,0.2422254437871338,25,10000
61.417228979999436,0.2340892398627562,25,10000
66.73320042290914,0.26500963246600584,25,10000
62.96387993204951,0.25408502697027435,25,10000
68.40232927908733,0.2821177831026708,25,10000
66.90067843263841,0.27253389542863377,25,10000
74.65752915381586,0.3145829233487674,25,10000
76.00391911100076,0.32731955903308285,25,10000
69.83642765906995,0.2912159496173453,25,10000
79.29149603664439,0.3410218185555598,25,10000
82.00430658564892,0.35355412856222845,25,10000
97.88715031334289,0.3987445720189433,25,10000
85.15815121589537,0.3656066606547528,25,10000
87.42354156842077,0.3771411611625842,25,10000
92.3341280744138,0.3855636909098159,25,10000
107.51039482402734,0.41115510240933895,25,10000
114.20489220480192,0.4222338569629973,25,10000
123.55109789602977,0.43170739107850403,25,10000
134.52188835601407,0.4411477517061426,25,10000
148.5262893793663,0.4503554324236121,25,10000
160.22567541039462,0.4590545903877637,25,10000
176.8802918254661,0.46786502111725947,25,10000
193.38801558610874,0.4734453754666943,25,10000
215.49078056083374,0.48177550610908937,25,10000
250.19240725720533,0.49127303682821705,25,10000
283.35302910143,0.49722537757416546,25,10000
311.9826810311787,0.5012874664461429,25,10000
339.7498377461271,0.5049792854332814,25,10000
371.13158030501825,0.5072280469197907,25,10000
400.3875928936993,0.509751421164335,25,10000
429.64384600540245,0.5123304464231163,25,10000
458.89683712756437,0.5141547288517592,25,10000
488.1493699160967,0.5158729643368866,25,10000
517.3997638143583,0.5170963140856087,25,10000
546.6477132665959,0.517754080135582,25,10000
575.8991002210546,0.5192071982619209,25,10000
605.1498760640072,0.5205189204635724,25,10000
634.3985894056275,0.5213534314194047,25,10000
663.6457749684828,0.5218344525635189,25,10000
692.8928077534617,0.5222801247264613,25,10000
722.1404516499465,0.522867192814091,25,10000
751.3862622119134,0.5230300731276589,25,10000
780.6340588862747,0.5236524901964604,25,10000
809.879716670365,0.5237800215288566,25,10000
839.126138343838,0.5240842977671117,25,10000
868.3731711288167,0.5245299699300542,25,10000
897.6183705792778,0.5245514543189349,25,10000
926.8652505863802,0.5249617775007056,25,10000
