h,b,T,f
956.1116722598531,0.5252660537389607,25,10000
985.3567189324376,0.5252521891466697,25,10000
1014.6017656050221,0.5252383245543787,25,10000
1043.8483400563714,0.5255779497738057,25,10000
1073.0935395068325,0.5255994341626864,25,10000
1102.338586179417,0.5255855695703954,25,10000
1131.5848550750134,0.5258544968274788,25,10000
1160.8303600812274,0.5259466791787032,25,10000
1190.075406753812,0.5259328145864121,25,10000
1214.0031722131994,0.525921470829083,25,10000
-12.499210188136203,0.0038282798739073254,100,10000
-10.250861701669692,0.017411523837379317,100,10000
-6.655581691228235,0.03798130240323683,100,10000
-10.91834601815583,0.027261108267524592,100,10000
15.368171119121826,0.19754198117983213,100,10000
-4.396916958488077,0.06109321405780532,100,10000
-7.711428701210139,0.050390739251243044,100,10000
-1.6386847612004658,0.08310062086202774,100,10000
-2.7370786163561434,0.07170118577556794,100,10000
1.1179589796076925,0.10474109421946876,100,10000
-2.263745443403309,0.09366134103539048,100,10000
3.2382729358727147,0.11919489434045039,100,10000
6.526136648522538,0.14051833503948524,100,10000
4.619536831989194,0.13069473895875988,100,10000
8.571415997746726,0.15503715958207398,100,10000
11.29738009490859,0.16959063525722273,100,10000
14.174474131698389,0.1848804474992688,100,10000
19.50489835470819,0.2200946609632446,100,10000
16.94459592213866,0.2096343503217315,100,10000
22.38139237188659,0.2352458686750512,100,10000
24.962076720631785,0.2504144019531377,100,10000
28.280560184077217,0.26514113329108574,100,10000
30.551634413326383,0.2771390879399434,100,10000
33.25509777505977,0.2864948937311104,100,10000
37.59440210367018,0.29780848851191055,100,10000
38.10714029090593,0.3088448742322316,100,10000
43.61574890923748,0.3217524211107861,100,10000
49.44690824859549,0.3359377285024861,100,10000
55.16223567702889,0.34899687408599006,100,10000
63.90503705736592,0.3608215730720484,100,10000
74.22992139751875,0.37072963128838843,100,10000
92.2460493107177,0.3802316215450424,100,10000
117.5807971122091,0.3886881713818501,100,10000
146.90321857325182,0.3955809904211758,100,10000
176.212599835353,0.3994615235050121,100,10000
205.51269954408986,0.40119801776170594,100,10000
234.8101912130386,0.402332054827302,100,10000
264.1076828819872,0.40346609189289795,100,10000
293.4031801675683,0.40413942640059564,100,10000
322.6979103826235,0.40463556761679387,100,10000
351.99386791052007,0.4054152180993911,100,10000
381.28936519610124,0.40608855260708876,100,10000
410.58414654919136,0.40659650670938696,100,10000
439.8795926967375,0.4072580283309846,100,10000
469.17355584126665,0.40757697625568345,100,10000
498.46889971274254,0.40821487210508123,100,10000
527.7620957867457,0.4083566267382807,100,10000
557.0575930723269,0.40902996124597835,100,10000
586.3504823181197,0.40910083856257806,100,10000
615.6459796037009,0.40977417307027575,100,10000
644.9387154353883,0.4098096117285756,100,10000
674.2340593068643,0.4104475075779733,100,10000
703.5272553808675,0.41058926221117287,100,10000
732.8219855959226,0.4110854034273711,100,10000
762.1157953263466,0.4113689126937701,100,10000
792.2978599413366,0.4117912233718436,100,10000
820.7043352718258,0.4121485631763674,100,10000
849.9969176894081,0.4121485631763674,100,10000
879.2928752173048,0.4129282136589646,100,10000
908.5854576348872,0.4129282136589646,100,10000
937.8791139512061,0.41317628426706376,100,10000
967.1739975803662,0.41370786414156185,100,10000
996.9097038562936,0.4135454369576874,100,10000
1025.761310213004,0.41420400535776014,100,10000
1055.0551199434278,0.4144875146241591,100,10000
1084.3477023610103,0.4144875146241591,100,10000
1113.6424325760654,0.41498365584035735,100,10000
1142.9362423064895,0.4152671651067563,100,10000
1172.2288247240717,0.4152671651067563,100,10000
1201.5225321784255,0.41552704860095546,100,10000
1224.1599595746457,0.41604681558935364,100,10000
29.394252834723375,0.00978394328263621,100,10000
32.78191753660553,0.03738475165518895,100,10000
30.79014220886836,0.024662273325533723,100,10000
29.333404238347157,0.018444263673588757,100,10000
35.561474294515165,0.06431813196309388,100,10000
33.570558085767175,0.05179411011991808,100,10000
32.114495137308836,0.04573203056449249,100,10000
38.14413257141382,0.08304943168892787,100,10000
36.240484404695394,0.07611920517695236,100,10000
28.125109799895768,0.0014676714682655412,100,10000
40.43465493631845,0.0995399056741737,100,10000
38.94491914929176,0.09327151579409187,100,10000
51.84945943137188,0.19888979210843805,100,10000
43.718671023209936,0.11997454482304765,100,10000
42.70315658148354,0.11094359339962945,100,10000
46.38015176275621,0.14013717258132652,100,10000
41.89313010605781,0.12887555449936622,100,10000
48.673332964564,0.15724183789119622,100,10000
47.16825079230023,0.14742843302135128,100,10000
51.40717231912561,0.17361449802573847,100,10000
52.79248634761939,0.18604992322316466,100,10000
59.60784660523245,0.22253756580871598,100,10000
58.22337635431734,0.21029705323193915,100,10000
62.338648360511456,0.2382085405089207,100,10000
65.07080015991608,0.25419137540216435,100,10000
74.23973734334947,0.3012302878521985,100,10000
67.80312071483638,0.2702131928195379,100,10000
70.53476624769394,0.2860790801403919,100,10000
78.65730673002531,0.316953239251243,100,10000
84.58028782054441,0.33184456346885055,100,10000
89.42909786466703,0.34466006827654283,100,10000
94.79967183745691,0.354974194452569,100,10000
104.45417489143722,0.3638102332553378,100,10000
117.51432497205849,0.37333310700706135,100,10000
132.5713906393563,0.38084219922979423,100,10000
154.64874625228515,0.3866839789524602,100,10000
177.10222563276818,0.3924792229794082,100,10000
202.21910302251786,0.3965347656572247,100,10000
229.47628960364432,0.40048924459570845,100,10000
258.77669614059175,0.40229661616900214,100,10000
288.0752617082767,0.4036787238426972,100,10000
317.37137265027866,0.4044938129835943,100,10000
346.66733017817523,0.40527346346619164,100,10000
375.96298087786147,0.4059822366321891,100,10000
405.25847816344265,0.4066555711398867,100,10000
434.5530549643926,0.40711627369778514,100,10000
463.84732493713216,0.40750609893908374,100,10000
493.14266880860805,0.4081439947884815,100,10000
522.4358648826112,0.408285749421681,100,10000
551.7313621681924,0.40895908392937863,100,10000
581.0242514139852,0.40902996124597835,100,10000
610.3197486995664,0.409703295753676,100,10000
639.6127913594644,0.4098096117285756,100,10000
668.9075215745193,0.41030575294477384,100,10000
698.2013313049433,0.41058926221117287,100,10000
727.4954478635777,0.41094364879417156,100,10000
756.7898712504227,0.4113689126937701,100,10000
786.0830673244257,0.4115106673269696,100,10000
814.2691249392769,0.4122135340499171,100,10000
844.6709936134841,0.4121485631763674,100,10000
873.9663374849599,0.4127864590257651,100,10000
903.2595335589631,0.4129282136589646,100,10000
932.5525762188611,0.4130345296338642,100,10000
961.8480735044423,0.41370786414156185,100,10000
992.0256379723467,0.41309064084283903,100,10000
1020.4347724806589,0.4140622507245606,100,10000
1049.729195867504,0.4144875146241591,100,10000
1079.0217782850862,0.4144875146241591,100,10000
1108.3158948437206,0.41484190120715786,100,10000
1137.6103182305653,0.4152671651067563,100,10000
1166.9029006481478,0.4152671651067563,100,10000
1196.6408569976177,0.4156245049112801,100,10000
1221.4969975366837,0.41604681558935364,100,10000
